No.;Time;Comment;Scramble
34;27.96;;R2 U' B2 L2 F2 L' D2 B' R' U2 R2 L2 U' B2 R2 U D2 R2 B2 D2
35;33.14;;F D' R2 B2 D' L' D2 L2 B U' L2 B2 U B2 R2 U' R2 B2 U L'
36;40.02;;R2 D R2 D B2 F2 D' B2 L2 D2 L U B' L2 R2 D' B' D2 F R'
37;37.12;;L2 F2 D2 F U2 B L2 B' R2 F2 U R B2 F L' B R U2 R' B2
38;28.83;;D' R2 B U2 L F' U' R' U R2 U D2 B2 D2 R2 D' R2 F2 L2
39;28.63;;B2 L' D' B2 D R' D' B' L' D R2 F2 B2 R2 B2 U2 B2 U' B2 D' R'
40;38.66;;U2 F2 L2 U2 F2 R2 U' F2 U R2 B2 F' L' U' B F2 L D F D2
41;28.46;;L2 B' D2 F' R F2 D L' U2 F2 U2 R2 U2 D2 B' L2 U2 F' D2 R
42;31.72;;F L' B2 D R' L' U B' R' U2 R' U2 B2 R2 L' B2 U2 R2
43;31.22;;R' F D2 B2 R2 F' D2 R2 F' R2 D2 R F' U R2 U2 L' F' L2 R2
44;37.31;;D R2 D' B2 U B2 L2 D R2 D' B2 L D F R' D B L R' F'
45;38.88;;U' B R' L' D' R F' R D2 R2 D2 F2 U2 F2 B' L2 D
46;37.77;;L2 U2 L2 R2 D B2 L2 D R2 F2 D' R' U B' D U R' F2 U R2 F'
47;26.23;;L' B' R2 F U' B' D R L U L2 U2 D2 F' D2 R2 U2 R2 F R2 B'
48;32.66;;B' R2 B2 D2 L2 D2 B U2 L2 B U2 L' R B L' B' D L' U'
49;34.83;;U' L' R2 D2 B2 R2 B2 L' F2 R' B2 F' D' B D L' D2 L2 D'
50;28.79;;R2 D2 B2 L2 B L2 U2 R2 D2 F R' U2 B' D' R2 B2 R D' U' B'
51;28.09;;B2 R2 D' U R2 B2 D2 B2 D2 U B' U2 R2 B R' B2 F D' B' R2
52;44.03;;D' B U' B' D2 R F' B L' D2 F' U2 B L2 B' R2 B' U2 F2
53;24.75;;F' B R2 B' D2 L B2 R2 U B2 D2 L2 F2 U2 R2 B' L2 F D2
54;33.38;;F2 U2 R2 D2 U2 B' R2 U2 B' U2 R' U' F' U F2 D' L' B F' L'
55;28.10;;U L2 D L2 F2 D B2 U' B2 L2 U2 L' B2 F L2 D F2 L R'
56;31.57;;F2 U2 L2 D R2 D' R2 B2 U F2 R' B2 F U' L B' L' U2 B2 D'
57;31.87;;L2 D' L2 D U2 B2 U L2 F2 R F2 U' B R2 D' U2 F U2 L
58;28.41;;D R' F' U D' R2 F U F2 R' U' R2 D' R2 B2 U' R2 U' B2 U2
59;34.41;;D2 B2 L' U2 F2 L R2 F2 U2 R' U2 F' L' R' U R' F R' F2 D'
60;28.79;;D2 F2 U2 L D2 R2 B2 R' F2 U L D B F2 D B2 U R U2
61;28.71;;F U2 L2 B U2 B' R2 F L2 U L2 R' B2 D R F' U L U
62;24.18;;F2 U R2 B2 R2 F2 U' F2 D' L2 D2 B L R U B L2 U' L U' F2
63;27.41;;D' U2 R' B2 L R F2 U2 L2 D2 F2 D' F U' R' D L' F' U'
64;22.47;;B D2 L2 B2 L2 D' B2 F2 R2 F2 D U B R B' R F L U B' U2
65;31.12;;L2 U2 B2 U2 F2 U2 L U2 L' D2 R' B' R F2 L' D2 B F U B
66;31.54;;F2 D L2 U' L2 D R2 D' L2 F2 D2 R' D L' R U2 B D F' D' R
67;32.42;;U2 L U' B U L F R' D F2 R2 D2 R' U2 R' B2 D2 F2 R2 B2
68;32.32;;F2 D F' U D' B2 R' D' R2 D2 R' D2 B2 R F2 U2 D2 R' B2 F
69;27.09;;B' F2 D2 L2 F2 D2 R U2 L B2 U' R' B' U' L R2 U' L' B
70;29.33;;L2 R2 U L2 B2 D2 U' R2 B2 D B' F' R F' U R2 F2 U R' F
71;32.58;;L2 D2 F2 R B2 F2 L' F2 R' F2 L2 B' U L' B' L2 R' F' L' B'
72;26.23;;L2 D' B U' F' L' F U' R' U2 R2 F' R2 U2 B' D2 B' R2 U2 F2 R
73;39.99;;U2 R D2 B2 R U2 R2 U2 R' F2 U' B R U2 L2 F D R B L'
74;28.98;;F2 U2 F U2 R2 B' R2 D2 B' D2 F' D F2 L' U' B' U L' B L2
75;27.37;;F2 D2 B2 D2 F2 L' F2 U2 R' F2 D F U' L2 B U R U2 R' F'
76;30.39;;U2 F' U2 F' R' U' B U2 D R2 F2 R2 D F2 R2 D' R2 D2 R'
77;36.87;;D2 U2 F' L2 R2 F' U2 F L2 F2 D' R B D2 U R2 B R' D' L' U'
78;29.26;;R D2 B' D2 R2 B' D2 B' L2 B2 F' R B2 R F' L' D' L' R' U
79;34.38;;U' R' F2 L2 D' B2 R D L' U2 B2 U2 F2 D2 B' D2 B U2
80;33.50;;F U L' F' R2 B' U R' U' F' U2 F2 D' B2 U2 F2 R2 U' L2 D2
81;40.35;;F2 R2 F2 U' R2 D' U L2 D' F' U R D F U' L' R F2 R2
82;46.62;;B2 U F2 L2 U' R2 B2 R2 D B2 L' B' U' R' D B L2 B2 D2 U2
83;33.94;;R U2 B2 L' D2 R U2 R2 U2 F2 L' D L' R' F2 D' F2 L' B F2 L
84;26.23;;R D B2 U R2 B2 R2 B2 D' B2 D2 F2 L' R' U' F R D U2 R' D
85;18.30;;B2 L2 B2 U' L2 B' R2 B' U' F2 D2 R D2 F2 R' D2 L F2 U2 L'
86;29.16;;U2 F2 L' D2 L2 R B2 D2 B2 U2 L' U' R2 B2 L F L' B2 D F
87;40.15;;L2 D2 F2 L' U2 L' U2 R2 U2 F' D2 L2 B2 U L' B2 R2 D F'
88;25.35;;U B2 D' U2 B2 U2 L2 U' B2 L2 R2 B U' F2 L B' U2 R U F D
89;27.52;;D2 F2 R2 D2 F2 L2 F' D2 B2 L2 F' R' D' L F2 U' L' B L2 D2
90;29.20;;D' B2 R2 D' F2 L2 D2 U R2 U' F' L2 D2 L' U F' R' U' R B2
91;33.21;;U2 R2 F' L' B' D2 B2 L' D' R2 U2 L' U2 R2 D2 B2 U2 R' D2 F2
92;24.89;;D' L2 R2 B2 D' F2 U' R2 U L2 D L' B' D' L2 F' D2 U2 L F' U
93;30.49;;F2 L2 D' L2 U2 R2 D R2 B2 D F2 L F' L' R' D2 U L' R' D2 F'
94;32.07;;F' D2 F D2 L2 R2 B' D2 R F U' L2 D' B' F R2 U L
95;28.31;;B' D' B2 R2 U F2 U L2 D2 F2 R2 U2 R F U L2 F' D2 R' U2
96;22.21;;L2 B2 U' L2 R2 U' B2 U B D' B L B L' D2 L' B D2
97;29.99;;R2 B' L' D2 R D B' L' F' D2 B2 R F2 L2 U2 L D2 B2 R D2
98;29.19;;L' D2 L' D2 R F2 U2 B2 U2 F2 R2 F' U' L R F' U' B' L' U2 L'
99;25.11;;L D2 R2 F2 L U2 F2 R B2 R B U R U F D2 B' R' U R2
100;26.74;;B2 R2 D2 L2 D B2 F2 D' U' R U' F' U2 B2 L B2 L U' L
101;34.58;;B2 L2 F2 U2 R2 D L2 F2 R2 B2 L' D2 R' D L2 B' U B2 D U2
102;28.69;;B' F2 R2 U' L2 D' B2 R2 D2 L2 U' B D L R B' R2 U R U
103;27.58;;L2 R2 D' U' F2 U R2 F2 U' R2 F' R' D L U' F' D' R' F2 L2
104;27.39;;R2 U2 L2 F' L2 R2 B2 F' R2 B F2 L U F L D' L B2 L B2 R'
105;26.12;;D2 F2 U2 L2 U B2 R2 D' R' D' U B L' B' U2 R2 D' B'
106;33.22;;F' L2 F' L2 R2 D2 B F2 D2 F D' B' R' B L F' U R' D' B
107;28.85;;D' R2 U2 F2 U2 F U2 L2 F' L2 B L2 R U' F' R2 B2 R B L D
108;32.28;;L' F D2 L2 F2 L2 B' D2 U2 B2 L2 F2 U' F R' D' R2 F' D2 L B'
109;28.21;;U2 F U' R B U2 F' D' F U2 R2 B2 U2 R2 B2 U' F2 U' L2 D'
110;28.18;;F' B2 R2 U' B2 R2 D R2 F2 R2 D R' F R2 D2 L B F' R2 U'
111;32.95;;L2 R2 B D2 B' F2 U2 F2 L2 F L' B' L D L2 R2 F U2 F2
112;1:07.14;;R B2 D2 B2 L2 B2 F2 D' B2 L2 R D' U2 B' R2 D2 L2 D R
113;29.35;;L D' U2 L2 D' L2 F2 R2 U R2 B2 U' F R U' R' D R' B D
114;23.42;;R' F2 B' L' F2 U B D B' R' B2 R2 U2 R' B2 L2 F2 U2 R' D'
115;25.24;;F U2 B2 R' D2 F2 L' U2 R U2 F2 R' U B L2 R' F2 D F U R
116;27.45;;D L2 B' D2 B' L2 B D2 B D2 U2 L2 D F U R D' L2 B F2 L
117;34.67;;R B2 D2 R2 U' R2 F2 L2 U' R2 F D' R F D F' L B' L2
118;22.24;;B2 D2 F' R2 B' L2 B' R2 F2 R2 U2 R B2 D2 F D F U F' R2
119;32.89;;F2 D2 F2 U2 B R2 F' L2 F' L R F' D' R2 U B2 D L2 B'
120;25.50;;D2 L2 R2 B' D2 U2 R2 B' U2 F U2 R' F' L' D2 U R' B' R' F'
121;26.57;;U2 L D2 R2 B2 D2 R' F2 R D2 F2 U L' B' L' D R U' L R' B'
122;27.85;;U2 R B2 D2 R' B2 L B2 D2 R' B F R' D B2 U' F2 L R2 U
123;25.65;;B L' B2 U2 R2 D2 R2 F2 R F2 U' B' F U2 R2 D B F L'
124;58.38;;R2 B' D2 L2 B' D2 B2 F' U2 L2 U2 D' F' U L' B2 U L' U B F2
125;30.60;;L2 B2 U2 B2 D L2 B2 L2 U L2 U' B D' U' F' D' R' U2 L F R'
126;48.12;;R' F2 D2 F2 R2 F2 R' U2 L U2 L U' B2 L F2 U' F' L' R2 B R
127;39.94;;U2 L2 D' B2 R2 U2 B2 U R2 U' L2 B' L' B F2 U R D' B2 U'
128;30.35;;F' R2 F2 L2 D' R2 F2 R' U' F' R2 F' L2 F D2 L2 D2 F2 L2
129;38.49;;F2 D2 L' F2 L U2 R' F2 L D2 F L2 U F' L2 R' B2 U' L2 F'
130;23.81;;U' F2 L2 U' B2 U2 B2 R2 B2 U L2 F' U' B U2 R D' B' D' L
131;26.58;;F2 D L2 F2 D' U2 B2 U' R2 L' F2 L' D' B R2 F2 L2 B R'
132;24.92;;R2 B' L2 R2 B' L2 F' R2 F' R F D U' L B2 D' B' R' F2
133;36.22;;L' D R2 U' F2 U' B2 F2 R2 U2 R2 D' L F' U B L' B' L2 B2 D2
134;34.21;;R2 B2 F U2 R2 D2 L2 F' L B' L2 R D2 U L' B2 L D'
135;25.11;;L F2 D2 F2 D2 U2 F2 R2 F D2 F D B' D' R' F L B2 R U'
136;35.54;;B' R' L B U F' B' U R2 U L' U2 F2 U2 D2 L' D2 L D2 F2 U2
137;40.57;;F2 U2 R' D2 L R2 F2 U2 L2 B2 U' F' D2 L' F2 L' F' L' D B
