No.;Time;Comment;Scramble
25;14.33;;B L2 F2 U2 F U2 L2 U2 F2 R2 U2 R F' L2 B' F' U' L F' L' U'
26;14.56;;B2 D2 F2 U2 L F2 R U2 L2 U2 R2 B' U' R U' B2 U' B L2 B' F'
27;16.73;;B2 D2 R2 B R2 U2 L2 D2 F' D2 B2 D B D2 L R F L2 R F2
28;19.45;;B R D2 R2 D2 F2 R2 F2 U2 F2 L' B2 D' B' U' B' U L F D2 F2
29;19.97;;D U2 L2 B2 U F2 R2 B2 L2 D2 R2 L F2 R2 F' D2 L U2 F' U R2
30;16.92;;B' U2 B D2 F' D2 U2 L2 D2 B L D U F U' R' B U2 F2 U'
31;18.18;;U R' L2 D F D2 F L2 F R' F2 U2 L F2 U2 F2 U2 F2
32;16.91;;B D2 L' U' F' B R D L2 B' R2 D R2 F2 R2 U' B2 R2 D2 F2 D'
33;17.51;;R' F' R2 D R B' U' F D' B U2 L2 D2 L' U2 F2 R' F2 L B2 R2
34;14.97;;L' D2 L R2 D2 L2 F2 D2 F2 L U' B U2 B2 U F' U L' B2
35;14.75;;F2 D2 B2 U2 B2 U L' D' F' L2 B' L2 U2 D2 F' R2 U2 F2
36;15.24;;B2 U2 F L2 R2 F D2 U2 F U' R2 U2 R D2 U2 F' D2 F' U'
37;17.23;;U2 B2 D' B2 L2 D' L2 B2 R2 B2 D' L' D R' B' D' U L' R' D2
38;14.50;;F2 L2 R2 F' D2 B2 L2 U2 R2 F L' F2 R' D' U2 F' D2 U L' U'
39;15.96;;D B2 D' L2 U B2 U' R2 B2 U' L' B' F2 D F2 L R D' U'
40;15.91;;F2 D F2 L2 R2 U' L2 D2 R2 D F' R B2 L' D2 R' F2 D U2 R'
41;16.46;;B' R2 B R2 F' D2 F D2 F R2 F2 U B2 F2 U2 L' U2 F' R' B F
42;15.33;;R B2 D2 R2 F2 L' U2 B2 U2 B' D' U' B' L F L2 B F'
43;16.29;;R' D L' B2 L2 B D R2 B U2 D2 F2 L2 D2 L U2 L U2 F2 R2
44;14.96;;L D2 B2 D F2 U B2 F2 R2 B2 D U2 F L F L F R' U' L D
45;16.82;;R2 F2 U' L2 U2 F2 D2 B2 D' L2 B2 F' L R' F R' U2 L F' L2 R
46;16.82;;B2 R2 F2 D R2 D B2 L2 U' L2 U L' R' D' L2 B' R2 B2 D2 L
47;16.22;;L2 F' L2 B' D2 R2 B L2 U2 B' D' F2 L' R2 D' U2 F R' D2 B
48;13.75;;D2 L2 D2 B' F2 R2 F U2 R2 F' R2 L' U' R' B F' L2 D U F2
49;17.62;;U R2 F L2 B2 L2 B' R2 D2 F' R2 U2 R B' F2 L B2 R B'
50;15.89;;U2 R L F B2 L U F D L' F2 U2 R' U2 B2 D2 L B2 R L
51;12.99;;D2 B2 D2 R2 B2 L' B2 F2 R D2 L' D' L2 U' L2 B D2 L F L2 R2
52;12.44;;R' F2 R F U' R2 L F D F2 R D2 F2 L2 D2 L F2 U2 R B2
53;16.02;;D U R2 B2 D' B2 D B2 R2 U B L' F' R B' D B' U R2
54;13.28;;B2 L' U2 F2 L' D2 L' D2 L' D2 R' D' F2 R2 F D R' U2 R' B2
55;14.19;;D' B2 L F B U' D' L' B2 R2 F2 U' L2 U F2 D2 F2 B2 D
56;15.01;;R2 U2 B U2 B' D2 F' R2 F' R2 F U B' U' R' B' D' L2 B2 U' R2
57;15.05;;U2 F B' D' B U' B' R' D R D2 B2 R' L F2 D2 R2 L' U2
58;16.16;;L2 R2 B' L2 D2 L2 B L2 B2 F R2 L' B U' F L U2 R D' F' U2
59;14.34;;R F2 D2 F2 L' U2 R' F2 L2 D2 U' L B2 F L D' R U' F' D'
60;21.46;;L D2 R2 B2 D' B2 U' F2 D U F2 L' D F' D2 R' U' L' F R'
61;14.53;;L2 U' B2 D' B2 D2 B2 D' F U' B' R D2 F' L2 R' B2 D2
62;13.57;;U R2 B2 F' D2 B2 U2 R B' R' B' U' F2 R2 B L2
63;13.79;;F' L2 R2 U2 F' U2 B2 F' R B' F D B2 L' R2 D2 L D'
64;14.00;;F2 R2 U F2 D' R2 F2 U' L2 R2 F' U2 R U F' U2 R' B2 F' R2
65;12.77;;R2 D2 B' D2 L2 B R2 B2 L2 B' L B' F2 R U' L2 B' L' R' D
66;14.52;;R2 F' R2 B F U2 B U2 R2 F L2 R' U' B' L2 F2 L B2 D' L' B'
67;14.85;;F U R L F R U2 F2 R B R2 U2 F2 U L2 D' F2 D' L2 F2 R2
68;16.62;;D2 F U R2 B2 R B D' F B2 L F2 R' B2 L D2 L2 U2 B2
69;13.07;;D F2 L2 D2 B2 U' B2 R2 D L2 D L U' R2 D L' D2 B D
70;DNF(3.06);;D B2 L2 F2 D2 F2 D' R2 B2 U' F2 B U2 L' U F D' B' R U2 F2
71;14.65;;U F B2 L2 U F2 R' B' R L U2 F' U2 L2 U2 B D2 F' R2 F
72;16.53;;D2 B2 L D2 R' U2 L' D2 F2 D2 U2 B D B R F2 D' U' F
73;18.32;;U2 F D2 U2 B2 F' L2 B R2 D2 B R D' L U B D' F' R B' L2
74;18.05;;D' R D2 L2 D2 R' B2 U2 R' B2 R B2 F U2 L F U B' U2 L' B'
75;15.70;;D F2 L' B2 L' D2 B2 R' U2 B2 L' R2 U' F' L R' B L' D B' F2
76;16.45;;L2 R B2 L' F2 U2 L F2 D2 U' L2 D L' R' F' L' F D U2
77;15.44;;R F U R' B L' F' D' U2 F2 U2 F L2 F2 D2 B' R2 F' D2 L
78;14.87;;L2 F2 D' U' L2 F2 D2 B2 U R2 L D' L R' U R' U2 B' L2 D'
79;18.92;;L F2 D F B R' L' D' F' U' B2 U2 F2 L2 U B2 U' R2 U' D'
80;15.38;;D' B2 U R2 F2 D' L2 B2 U2 L2 U' F L2 F' D L U2 R2 F' U2 R
81;15.40;;U B2 U B' D' L' B' U' B R2 B2 L' B2 R D2 L' D2 L U2 D2 B'
82;12.46;;R2 B2 D F2 U' R2 B2 D2 L2 B2 D F' R2 D2 U R' F2 D L R2 U'
83;13.74;;R2 U' R2 B2 D B2 U' F2 L2 D F' D L' F U B L2 D' F R2
84;14.32;;D B U L2 F L B2 D L' B2 L2 U2 L2 F' R2 L2 B' R2 L2
85;17.07;;L2 U2 L2 D2 B2 U2 B L2 D2 U2 B' D R2 U B2 R U R2 B L R2
86;10.29;;D' R2 U2 F2 R2 U B2 F2 U2 R2 L' D2 U R2 D B' F2 L2 R
87;14.92;;F2 U2 L2 U2 R' B2 R2 U2 R F2 R B' D' U2 B' R B U R2 U2
88;17.79;;L2 B' D2 F' R2 B D2 R2 B L2 D U L F' L2 B R B R2 U
89;16.24;;B2 D' L2 F2 L2 F2 U' B2 D2 R2 D' B' F' U R2 B' U L B2 D2 R'
90;14.28;;B2 D' B2 D U2 F2 R2 D' U2 F2 R D' B' D' F' D B' R U'
91;12.85;;L2 D B2 D2 L2 U' R2 D' L2 R2 U' R B2 U' L' R' B2 D F' D U'
92;15.58;;R2 U L2 U2 B2 L2 U' L2 U' B2 U2 R B2 U L' B F L2 D' L D'
93;17.72;;L2 F' U2 L2 U2 L2 B2 F2 U2 B R' B D' L F2 R U L2 B' D2
94;16.06;;B L2 B2 L2 R2 D2 F D2 B' D2 F R D' U L2 F L2 B U L2 B
95;14.11;;F R' U B2 L' D L2 B' U2 R' U' B2 D2 F2 U B2 U R2 B2 D L2
96;15.48;;B2 F2 L' F2 D2 L' R' U2 B2 L2 B2 F' L2 R' B L F U' L2
97;14.42;;R U2 F2 R2 U2 B' F2 R2 B' D2 F' D' B' U2 L B F L' U' B'
98;16.32;;L2 D R2 D2 R2 U F2 U F2 U2 L B F' L' B2 D L R2 B U'
99;16.74;;F' R2 U R2 U B2 U' B2 U2 F2 R2 B2 F' L' B' L' R' F' L' U2 R'
100;15.55;;U2 B2 R D2 R F2 D2 B2 R2 U2 R U' R' F' R D' U2 L R F
101;14.62;;D' R2 B L' U' R L' D' L' F' U2 R2 F2 B2 R2 B' R2 D2 R
102;15.29;;D' L2 B2 D B2 D' B2 F2 D R' F' D U R U L' D2 F R
103;16.33;;U F2 U2 L2 B2 L2 D B F D2 B' D2 R' B2 D L F U'
104;16.38;;U2 L' B2 L B2 F2 D2 L F2 D2 B D' B2 F2 L' F L D F2 L
105;14.60;;R B' R' F' D' F U B' R2 B2 R' U2 D2 L B2 R2 D2 B2 R2 D
106;17.44;;F2 L2 D2 U' L2 B2 L2 U' L2 R' D' L2 B' R U L' R' D' L2
107;13.14;;D' L' D' L2 U' B' D' B D' R2 F2 L D2 L' D2 L2 F2 D2 R'
108;17.97;;F' B' L' B2 U' R B' R' U' B2 R2 U F2 L2 U B2 U2 F2 L2 B'
109;14.85;;U' L2 B2 L2 U2 L2 D' U2 F L2 B2 F' R2 D2 L D B2 R
110;15.11;;B' L2 B2 U L2 U' F2 L2 D R2 B2 F2 L B2 U' B2 D2 U2 R2 F U'
111;14.94;;R' U D2 F' D' F R2 F2 R' B2 D R2 D' F2 L2 B2 D2 R2 D L2
112;14.27;;U' F U2 B2 D2 F R2 D' R F L2 B U2 F2 B D2 F D2 L2 D2
113;16.88;;F2 D2 L2 F2 R2 D F2 L2 D' L2 U2 B R2 B' U L2 B2 L U' B R
114;16.93;;U' B' U' L' F R' U' D2 L' F L2 U R2 U L2 U' F2 B2 R2 D F2
115;17.02;;B' U2 B2 R2 F D2 F U2 F L' R U' B' D' R2 F' D' R D
116;12.82;;U B' U R U F R' F' R F2 L2 B2 R2 U' D' F2 U' B2 U
117;15.47;;L B' L' F' U D2 F R' D F B2 R2 F2 R2 F R2 F' L2 D2 B2
118;18.61;;L B2 F2 U2 R2 B2 U' F2 D L2 D R F' D' R U' F2 L2 F U
119;15.86;;R2 U R' F R2 B2 D B U L B2 U2 B2 R' F2 R F2 R F2 R2
120;18.01;;D2 F2 R2 B2 R2 U L2 F2 U' B' F U R' B' R B' D R2 D2
121;14.37;;U F2 L2 D2 B' L2 F D2 F' R2 F2 U2 R U2 L D' F2 L D2 R
122;13.29;;B2 L2 B2 D R2 D L2 R2 U' B2 U R' U2 F' D' L' B F' R2 D2 F
123;16.06;;U2 R2 D2 L R2 U2 R B2 R2 U2 D' L2 D' B D2 U2 L2 D L' R2
124;18.16;;R' B2 D' F2 R2 D2 B2 D' R2 D' B2 R2 F D L' F L2 U L' U2 L'
125;17.48;;D2 B2 U2 R2 D2 R2 B U2 B' R B' D' F2 D' L' D U2 L2 F2
126;16.19;;U B2 U' R2 U' B2 L2 F2 L2 R2 D2 R' B' L U R' F2 L' B' R2 D2
127;11.99;;B2 L2 D2 B2 L2 R' U2 L B2 F2 L' F' R U' B2 R2 U L2 F L'
128;18.52;;B2 R' B2 R' F2 L D2 R' F2 D2 R' D' L R2 U R D' B R' D2
129;15.13;;L' F2 U2 L2 D B2 F2 D' R2 U F2 U2 L B2 D' L' B2 L F' L2 R'
130;17.54;;B2 L2 U2 R D2 U2 L' D2 F2 D2 R' D' R U' L F' L2 B' F2 U' R2
131;14.10;;D2 R2 F2 R2 U2 L2 F2 U F2 U' L U2 F U L' D' U L' B2
132;14.93;;D R2 D2 R2 D B2 L2 F2 D F2 L' F U' F U' R' B L2 D2 U
133;17.09;;F2 U2 R2 D B2 U2 R2 B2 U L2 U B' D2 L' U2 F U' F' D2 L' D'
134;14.95;;R2 D L2 U2 F2 U2 B2 R2 B2 U L' B2 D U' L B R' U2 F' D2
135;13.25;;R2 D2 L2 B F' L2 B D' R' U' L' F U' L' D' L2 F2
136;DNF(2.35);;R U2 L F2 R D2 U2 L B2 R2 D' U F L U L2 B2 L2 D2 L2
137;17.07;;U2 R2 B2 F' D2 B' L2 R2 F U2 R' F U' L' D2 F' L D U F'
138;16.03;;L2 F2 L2 F2 U' B2 D2 L2 R2 B2 U2 L' U' F2 R U B' D' U2 F2 R
139;18.65;;D R' B2 R U2 R D2 L U2 R B2 F' D U2 B' L' F R D2 B
140;15.83;;U2 R2 F2 U R2 F2 U' R2 B2 D' B' D B2 F' U2 L D' B U2 F'
141;16.30;;L U2 F D2 L2 B' U2 D B' F2 U2 L F2 B2 L2 D2 L D2 R'
142;11.25;;U' R2 U' F2 L2 D2 U' F2 U' R2 F2 R' B F' U L' F2 U' F' L' U2
143;15.51;;U2 L B2 R F U D2 L F U2 F D2 B' U2 F2 D2 B L2 R'
144;18.65;;U' F U2 L2 U2 F2 D2 B R2 B2 L' R U' L' D' B2 L' B' R2
145;15.85;;D' B2 R2 F D2 R2 F2 L2 F' L2 U2 R D' B' U L D2 F' R' U
146;14.81;;F B' D' R' L2 F L' B D U2 B' R2 D2 R2 L2 F' B2 D2 L
147;12.85;;U' L2 F2 L2 B2 D' L2 D' B2 R2 L' F' R2 F2 D' F' L U F2 R
148;14.60;;L2 D2 U' R2 D F2 B D2 R B L2 D F' D' F' L'
149;16.64;;U2 F U2 R2 B L2 D2 B2 U2 F' U R B2 L B' D R' F R' D
150;13.68;;U2 L2 D B2 U' B2 R2 U' L2 U2 L' R' U R D2 B U F' D' L2 R'
151;20.57;;L F2 D2 L' R' F2 D2 F2 U2 R2 D' R D2 F' L' D B L2 U' B L2
152;14.83;;F2 R2 F' D2 B' F' R2 B' L2 F' R B' U' L' F D' L' B D' R'
153;14.90;;B2 U2 B' R2 D2 R2 F' U2 R2 U2 F' L B D B' F' L' B' D' R
154;14.51;;F D2 F' D2 U2 B R2 D' F' R D2 L2 U F2 D' R F'
155;15.43;;L2 F L2 B' L2 U2 B L2 R2 F L' U' L B' F' D2 L' D B R
156;15.65;;D U' F2 R2 D2 L2 D2 U2 F' U B2 U2 R' B2 D' B2 U' F
157;16.82;;F' D' R' B' R' U' F2 U R' U2 R2 U2 R2 D2 B' U2 F' D2 B2 L2
158;17.38;;B U' B2 U' B' U F R' L' U R2 F2 R U2 R U2 B2 D2 L2
159;14.98;;D L2 B2 R2 B2 R2 U' F2 L2 D' R D' B2 F L U' R2 B' L B2
160;20.16;;U2 L' U D2 F' R' U F2 U' R' D2 R2 L U2 B2 U2 F2 L2 U2
161;15.14;;U D2 F2 R F2 L D2 U2 L' F2 L' U2 B U2 R U F U L2 B
162;16.81;;B U2 B2 L2 U2 R2 F L2 U2 B2 F2 R D B2 U B2 L' B' D2 U2 R
163;15.37;;R B2 L2 U L2 D' B2 F2 D' B2 U R U2 B2 F' L2 B2 F' U R2
164;14.43;;B2 U2 R D' B D F' U L D B R2 L2 B U2 R2 U2 B2 R2 B' U2
165;15.17;;L2 F2 D2 B U B2 L B' L F R2 D2 R D2 F2 L2 B2 R F2 R
166;15.19;;L' F2 U2 F2 L R F2 R D2 R2 B L' R D' F D2 B R' U2 L2
167;15.41;;F' L2 D2 B' L2 F' R2 U2 L2 D2 F L' F' R D' B2 L2 U B' L' F
168;14.73;;U' F' R' F2 R D2 F' U' R U2 L2 D R2 F2 R2 L2 D2 F2 D' B
169;17.82;;F2 D B2 D' F' U L B' D R2 U2 L2 D2 R' U2 R B2 R' F2
170;16.52;;R2 D' F2 R2 U' B2 U2 B2 R2 U' R2 B' L B L F' L' F R B2 U2
171;16.20;;D2 B U2 L2 D2 F2 R2 B L2 R2 F2 D' B2 L D B D B' D2 F' D
172;15.57;;F2 D2 B2 U B2 R2 F2 L2 D' F2 U' F' L U' B' F' D' F D L2 F'
173;15.87;;R2 B2 D L2 D2 U' R2 D L2 U' L2 B' R U2 F' L2 B R' F U R
174;17.23;;L2 U' F2 L2 U' B2 D2 U' B2 D2 F2 R U F L2 U2 B' L D L2
175;18.99;;D U2 F2 L2 B2 L2 F D2 F U2 R2 F' D B2 L' U' R2 U2 F
176;17.08;;L2 U B2 D F2 L2 F2 D U R2 U' F' R B' L2 R D' F' L U F
177;21.85;;U2 F2 U2 B2 R2 F2 L' B2 R2 U L D2 U B2 F' D2 L R B2
178;15.19;;R2 F2 U2 B2 U' R2 U R2 B2 U' R2 L B2 U' R2 F2 D' B2 F L' D'
179;17.20;;B2 U L2 F2 D B2 L2 R2 U' L2 U2 L B2 D2 F' D' R' D L2 B U
180;20.84;;B' L2 D' L2 R2 U2 B2 D' F2 R2 D' F' D2 F2 D2 R B L D R
181;22.36;;R L2 F2 D R2 B2 F2 D' L2 R2 U F U' L' B2 F D2 R D' L
182;19.91;;D2 F2 U F' B' R U L2 D' L U2 D2 L' U2 B2 U2 R' F2 R B2
183;20.65;;R2 F' L2 F' R2 B' L2 B2 U2 R2 D' R U L D2 R2 B R D' F2
184;21.25;;L B2 D2 F2 D L2 D2 R2 B2 U L2 R' D2 B' F R' B2 D' B L2
185;16.90;;F D2 F L2 B U2 B' U2 B L' D' R' B2 D' B' F D' B' R2
186;17.54;;L' B L2 B' F2 U2 F' R2 B U2 R2 F L D L2 B R B' U' B' D
187;14.21;;D2 F R2 D2 B' R B D' R2 B2 D R2 L2 U2 R2 B2 R2 B2 L'
188;16.47;;D R' B R' U D2 R B L' R2 B' R2 L2 D2 F U2 L2 U2 B'
189;16.95;;B L' B' D' F R2 L' B R2 U2 R B2 D2 L' F2 D2 R U2 B2 D'
190;20.81;;U R2 U2 B2 R B2 L U2 R B2 F2 R2 B U' L' B' L D2 B' F
191;14.35;;U' F2 L2 U' F2 U2 B2 L2 U' L2 U F D L F L2 B' R' F' L B
192;13.45;;L D' R2 F2 U2 L2 U' B2 U F2 D' U2 B U2 B2 R D2 U B R' U'
193;15.49;;F' R2 F U2 B L2 F2 U2 L2 F2 U2 D B D' F' U' L' B R D2 F
194;14.96;;U2 B R2 B' F2 U2 F D2 L2 B2 L2 U F' U B F L' B2 F' U' L'
195;16.86;;L2 B D F R2 B2 R2 L F2 U2 B2 U2 D' L2 D' B2 R2 L2 D
196;18.23;;R2 B2 U' F2 U' L2 D' L2 R2 D2 U' B' L2 R' B F U2 B' R D L
197;17.79;;U' R2 U' L2 B2 R2 U' R2 B2 D' U2 L' F' L' R D2 B2 F L' B
198;13.25;;B L F2 U2 R2 D2 L D2 L F2 L F2 U' B' U2 R2 F' R2 D' U2
199;14.82;;R2 D2 B2 D B2 D' L2 B2 D F2 U2 L' F D L' B' L' F R D' L'
200;15.37;;R2 B2 D' F2 D B2 D' B2 D2 F2 L2 B F L' U' R2 B D2 F2 D2 L
201;12.75;;F2 U R2 D F2 U' F2 L2 B2 R2 F' U' F R D' R' U' L B' U
202;24.39;;L B L2 D F2 U D' F' D2 L U2 F2 R2 F2 L2 U' L2 B2 R2 B2 D'
203;16.11;;F' L U2 F2 L D2 B2 U2 F2 U2 R2 B R D' L' F U F' R2 F'
204;16.58;;B2 D2 L' F2 R2 B2 L' F2 R U2 B2 F' L2 U' F D' F' D L'
205;18.82;;R2 U2 L2 U' R2 F2 D2 B2 D B2 D' F' D B L' F D2 R' U F' R
206;14.20;;R2 F' L2 R2 B' F2 U2 L2 R2 F' U2 L U L2 U2 L2 B' D R F U2
207;16.69;;L U2 L2 D2 R2 B' F2 R2 B' U2 F2 L2 U R B F D2 F' R
208;14.07;;D' F R2 D2 B' R2 F' R2 U2 R2 F L F U' B R F U2 B2 R2
209;16.29;;B2 L2 U2 L D2 U2 L U2 B2 L B2 F' R D B F2 D R' D2 B2 R'
210;15.69;;U' D2 L2 B L2 B L2 B2 R2 F' D' B' U' L2 U2 L U' R2 F2
211;15.99;;F L2 F' U2 F' D2 B D2 F2 U2 F2 D' B2 R U' F' R2 F' L' U
212;14.73;;R' U R' D2 B2 R L2 F' L B2 U L2 D' B2 D2 L2 F2 L2 F
213;14.81;;F2 U' B' L' B2 R2 U F U' L2 B U2 F B U2 R2 U2 D2 F' L
214;17.90;;D2 U2 B' D2 L2 F2 L2 B' R2 B R2 D' L2 U L' D' R2 U2 F L2
215;15.48;;U2 R2 U' F2 L2 U' R2 U F2 U2 L B R2 U' R' F' U2 B L B2
216;16.26;;F2 D2 L2 U' F2 D2 B2 U' R2 U B F D' U2 B L' U B2 U' R
217;17.89;;R B' D F2 D' F L' B' D B2 R' U2 B2 L2 U2 R' F2 L'
218;16.08;;F2 L2 D2 U2 B L2 F D2 B2 D2 U2 L' D' B U B L' U' R F' U2
219;15.30;;U L2 R2 B D2 B L2 F' D2 B' D2 R D' F' U' F L R D' B'
220;16.70;;R' F2 B' D R B R2 L U R2 U2 L2 U2 L2 B2 R2 D' B2 D R
221;13.81;;F B' U D F L' B D' R' B U F2 B2 U R2 U B2 R2 L2 D'
222;15.49;;U' D F2 D2 R L' D F R2 D' B2 D' L2 B2 D B2 L2 D2 F'
223;15.24;;R' U2 L2 B2 D R2 U' R2 D R2 B2 L' R' U' B L' U' R' D' L2 B'
224;15.24;;U' F2 U2 R2 L2 F' R2 U' F' R2 D2 L' U2 L F2 R' F2 R2 B2 D2
225;17.96;;R D' F' U2 L B' R D B2 L' U2 R' U2 D2 R U2 L' D2 L2 U'
226;18.93;;R' D2 B2 F2 L2 D2 L B2 L D B D U2 R' F' R' U R' B2
227;16.04;;D R U B2 R' U D2 L2 F' R B2 U2 R2 U2 L B2 U2 L' B2 D2
228;18.75;;U B2 U' R2 U2 B2 L2 B2 D' R2 U R B' L' U L R B' D R' U'
229;13.01;;B2 D U2 B2 D B2 L2 U L2 F2 R' F' L' R D' B' F' U L F2 D'
230;20.68;;R' F2 U2 L2 U R2 U F2 D F2 R2 U2 F D' B R U R2 D
231;14.41;;U L2 R2 D B2 R2 D2 F2 D R2 D F' D2 U' R' U2 B L' F' D' F'
232;16.29;;L2 U2 L' B2 D2 L U2 B2 L2 U2 F2 D' L B R D' B F2 U B2
233;18.34;;U2 L2 R2 D' R2 B2 U' F2 D B2 R' B2 R2 U' R U L' B F2 D2
234;20.84;;U' L2 F U2 L F' B U' L F L2 F2 R2 F U2 B2 U2 B R2 D
235;16.27;;L2 R2 B2 F' D2 F' U2 R2 D2 U2 B2 R F2 D L' R D' L B2 D2
236;14.91;;B R2 U B R F2 U' F U B' R2 L2 F D2 L2 F U2 F' U2 D2
237;15.58;;R' U2 B2 U2 L U2 R D2 R U F2 U' B2 F2 U B' U F' D'
238;16.42;;F L' B' U' F' R' B2 L B2 U2 L2 B' D2 B' D2 F L2 U2 L2 R'
239;14.65;;D' U2 L B2 U2 L' U2 L B2 L2 F2 U B2 L' D' F D' B U'
240;20.30;;L2 B2 U L2 U' B2 R2 B2 L2 D' R' U' R' D B F U' L R' B2
241;17.96;;L2 D R' L' B2 U F' L2 B' D U2 R' F2 R' B2 U2 R U2 L'
242;16.81;;U2 B2 L D2 R D2 R B2 L' F2 R U L F' U2 L B' F2 U' B' L2
243;17.52;;B' F' D2 B D2 U2 B D2 L2 B L B R' U' B' L' U' B L2 D'
244;16.49;;D L' B2 L' U2 R' B D' R' F' R2 B' U2 R2 F' D2 L2 F2 B' L2
245;14.83;;F' U2 B U2 R2 B' R2 F U2 B2 U F' L' D' B2 R' B2 U2 B'
246;12.58;;U B2 R B2 U F' U L2 U L' F2 L2 B2 L D2 L2 U2 D2 F2
247;18.85;;F' U2 B2 L U F D' L B' R2 B' L2 U2 F2 U2 F L'
248;17.78;;U2 B2 D' L2 U' L2 B2 U' F2 U L' D' L F' R' B2 L B U R'
249;15.21;;R B2 U2 F2 D2 F2 L F2 L R' U2 F R2 B2 D F2 L D2 B R U2
250;14.98;;R2 U' R B' L2 U R' D2 R' F2 U2 F L2 F R2 L2 U2 F2 L2 F'
251;13.85;;F' U' L2 D' R2 F2 D' R2 U2 B2 R2 D F L' B' F' U' B' R' B
252;15.84;;R' B2 D2 F2 L2 F2 L B2 U2 B2 U B' F' R U B2 U' R2 B
253;18.39;;R2 D' B D2 F B' R2 U' D2 R D2 F2 D F2 D' F2 D2 F2 L2
254;12.87;;D U2 R2 B R2 B' D2 U2 B D2 B2 D' R' F' L U' L' D2 L2 R'
255;14.77;;D' L2 R2 U' R2 D2 F2 B U2 B F L' B U2 L D2 B2
256;15.03;;R2 U F2 B' D L U' B2 R F L2 B2 L2 U' F2 D2 L2 U' R2 F2
257;19.69;;D2 R2 F2 R2 U L2 U2 F2 U2 F2 L' U' B F2 L R' B D U F L
258;13.17;;D' L B' D F' R' D R2 B' U R2 L2 B R2 B U2 F B2 R2
259;14.54;;D' R' L2 B' R U' R B' U2 L2 U2 R2 F2 L B2 L2 U2 F2 B'
260;12.96;;D2 R' U2 L' B2 R D2 L2 F2 U2 B' D L' F' U' L2 F' L' R2 U'
261;21.01;;R2 B2 R2 D B2 L2 D' U2 B2 R2 D2 L' B' L2 R F' L2 D' L U' B
262;14.79;;D2 R2 B2 U2 F2 R2 F D2 L2 D2 L U B' U2 L' U' F' U' R2
263;13.57;;L' D F' D' L2 U L F L' F2 U2 R D2 R2 D2 B2 D2 B2 L' B'
264;16.16;;B2 L2 D2 R2 U2 F2 U R2 F2 U2 F R F' U2 L2 U2 B D' R' F2
265;17.84;;F U' B2 U L' U L2 F D R U2 B2 R B2 L U2 L D2 R'
266;15.07;;D' B2 L2 R2 U R2 D2 F2 R' U L' R U' F D' B' U2 F R
267;15.69;;B2 F2 R' F2 L U2 F2 U2 B2 D F' L2 F R2 B' U' F R2 U2
268;14.33;;R' B2 U2 L' B2 F2 L D2 L' F2 R U' L D L F' R' D' B R2 U2
269;17.56;;U' D' L2 B U D F' L B R U F2 R2 F2 U' B2 D' L2 U B2
