No.;Time;Comment;Scramble
270;20.20;;R2 F2 L D2 L2 B2 F2 L' F2 L' B2 U' B' D' U2 L U F R' D
271;16.18;;F2 L2 R2 D' U2 B2 D2 F2 L2 F U B2 R' D L F' D2 R2 U R2
272;14.72;;U2 R2 B2 U2 B' L2 U2 B' F' U2 F' R' B D' B2 R' F' U' R2 B L
273;13.82;;L U2 B' U D L U2 L' F' U F2 U B2 U F2 R2 F2 R2
274;14.37;;U B U2 B R2 B2 D2 U2 B' U2 L2 U2 D R' F2 D' U L U' B2
275;14.03;;R D2 L D2 L' F2 L D2 R2 B' U' B' D' F L' D' R' D2 F2
276;15.39;;D' F U R U2 D2 B' U' L D B' D2 F2 D2 L2 D2 L2 F
277;16.41;;D L2 F' U R' B2 D L U2 F' U2 B2 R F2 L' U2 R' U2 L' D2
278;16.77;;B D F2 L' B' D' R B2 U' L2 U R2 D R2 D2 B2 R2
279;14.26;;R2 F2 U B2 L2 U' B2 D B2 R B2 R' F' R2 U' L2 F U2 R2
280;15.84;;L' U2 L D2 R F2 L R' B2 F' U L' B2 R2 F2 L2 F U2 B2
281;28.41;;B L2 F L2 U2 B2 L2 U2 B' D2 F2 L B U L B' F' U L F D
282;18.87;;B2 U2 B2 D U2 B2 R2 D F2 U' F' R D2 F2 U2 R D' F' D2 B2
283;16.28;;L2 F2 U2 F' R2 U2 L2 D2 B R2 B U B2 F2 U2 R U2 F D2 B2
284;21.12;;F2 D' F' R' F L' D2 F' U' B U2 D2 B' D2 R2 L2 B U2 F2 U'
285;19.97;;L' B2 L2 U2 F D2 F' U2 B2 D2 R2 B L U' F U2 F U L U R'
