No.;Time;Comment;Scramble
176;13.99;;F2 R2 U L2 D2 F2 R2 U L2 D' L' U2 F' D R' U B U F
177;14.12;;D2 L' R' B2 F2 U2 F2 R' F2 R' B R' F U2 B2 F' R2 F
178;15.48;;R' D2 B2 D R2 D' F2 R2 F2 D' R2 D' F' L R2 U B' U2 R U F'
179;14.54;;B' U2 F' D2 F' U2 B' D2 R2 B2 F' R D2 L U F2 R' U' B F2 D
180;17.92;;D' B2 F2 D' L2 U' R2 B2 F2 D2 B2 F' L' B' R' D2 R2 U L B2 R2
181;15.07;;D L2 U2 B2 F2 R2 B2 D' F2 U' L' D' U F R2 B2 R' D2 B' U2
182;16.79;;F2 R2 F2 D' F2 R2 U2 F2 R2 D' U2 B L2 R' D F' L2 U' L U' L'
183;17.13;;D B' U F D' L' F' D' F R' D R2 D' F2 R2 D' L2 F2 D2 B2
184;19.49;;B2 L2 F' R2 D2 F D2 B D2 R2 F' L' U2 B U R' B2 L2 B' R2 F
185;14.66;;F2 R2 D2 F2 U' R2 F2 R2 D2 B2 F' R2 F L' R' D L F U F2
186;14.32;;D2 B2 R2 D B2 U2 R2 U L2 U F' L U B' R F' U B2 R U2
187;14.54;;D2 R2 F2 L' U2 B2 R' U2 B2 L D' L' F' R2 U R2 D' R' B' F'
188;15.00;;F' B' U R U L' F U B R' D R2 U2 F2 U' B2 R2 B2 D2
189;13.13;;L2 F D2 R2 F' D2 F L2 D2 B F2 D R2 F2 R' B U2 B2 F2 U' R'
190;17.81;;L2 F2 R' D2 U2 F2 L D2 R2 D2 U' F2 R U L B' L' U' F D'
191;15.48;;U2 L2 U2 F2 L2 B2 D B2 U' F2 L2 F D U' R D2 B2 L' F D'
192;17.65;;U2 L2 F2 R2 U B2 L2 D U2 B2 U2 R' B' U' R B' R F' L2 R U2
193;12.09;;F D R2 B D R' B' D' L' F' B2 D2 F2 D' L2 B2 U
194;11.68;;R2 U2 L2 D2 U2 F U2 F2 U2 R2 F' D' L' B2 U L' U2 B' F2 D R
195;14.11;;U R2 D L' U D2 L2 B2 L' B2 U2 F' R2 L2 F' L2 B2 L2 D2 R2
196;15.81;;F2 R B2 U2 B2 D2 R' F2 D2 R U2 B' U R D F2 U B2 D F' U'
197;15.66;;U2 R U2 D2 L' U B U F' L' U2 L' D2 L B2 R2 B2 R' B2 L'
198;13.87;;D' F U2 L2 R2 B R2 F' D2 U2 R B L F L U R D' R2
199;14.36;;U2 R' U2 R F2 U2 R U2 L2 R2 F' L R2 D2 U' F2 L' B2 L
200;13.78;;R2 F2 L2 U F2 U B2 R2 U F2 R2 L D2 F' L2 B2 D2 F D' F2 R'
201;15.04;;L2 D U L2 B2 D F2 D L2 R2 U R' F' U' R2 D' U L' D' U' R2
202;12.35;;B2 U2 B F2 U2 F' R2 B' R2 F2 U B' L2 U F' D2 L' R U B'
203;14.74;;U' L' B R2 D2 R F2 B D' U2 R2 D2 F' L2 F2 B D2 F' B2 L2
204;15.98;;D2 L2 B2 D2 F R2 F2 R2 D2 F D2 U B L D2 F2 R U' R D2
205;15.53;;B D2 L D R L2 D B R' B2 U2 R U2 R2 F2 L U2 R2 L'
206;13.05;;B2 F D2 B2 R F2 R2 B2 U2 R B2 F' L F2 D B' L U2 R F'
207;14.75;;R L2 U' L U F U' D2 B' U2 L F2 L' B2 U2 L' U2 D2 L B2
208;14.86;;R' D2 L2 U L2 D F2 D2 L2 U F2 L2 B' D F R' D B R2 B L'
209;12.61;;R' D L2 D' U2 B2 R2 U B2 R2 L B2 D F2 L D B' L' R
210;17.18;;R2 U2 F2 R2 U' B2 L2 U F2 U F2 B' D' B R' F' D U2 B2 F2 L
211;13.30;;R' F L2 U2 L2 F' L2 B L2 F' L2 R D' F' U2 L' U' F2 U2 R2
212;14.46;;U2 F' U2 B U2 R2 B2 D2 U2 F' R2 L' D' B2 F D' B R2 B2 D B'
213;16.12;;U2 R' B2 L' B' U' R2 F' R2 B2 L2 B R2 B U2 B' L
214;14.91;;L B' U D2 B' D2 R B' U2 B2 L2 B2 U' F2 D2 L2 B2 D'
215;16.44;;U2 R2 B' R2 F L2 U2 F' U2 F' R2 L' U' B L B2 D' F L' R2 D'
216;19.19;;L2 R2 D' R2 F2 U' R2 D' L2 B2 D L D2 L2 B' L D B2 D R B'
217;14.31;;F B2 R2 B2 D2 L2 D' F2 R2 U L2 U2 L' D' F2 U2 B L U' R'
218;14.23;;F L2 D2 U2 F' L2 D2 R2 F2 L2 B' R U L R D F2 L D2 F'
219;23.42;;L2 U' B2 U R L2 D F' U2 L B2 R B2 R' D2 R2 B2 F'
220;14.46;;D' R2 F2 D' L2 D2 L2 D' L2 B2 D2 L D L R D R2 D2 L U2
221;17.34;;L2 F U' R U2 D L' B2 R B' U' R2 F2 U' R2 D2 R2 B2 R2 L2 D'
222;17.24;;D' L2 U R2 B2 U F2 U2 L2 R2 U2 B D L' D' R' U' R2 F' D' L'
223;16.62;;D' B L B R' D' F' D' B R2 U' F2 D F2 L2 B2 D2 R2 U' B2
224;23.47;;B' L2 B' R2 F R2 F L2 F2 U2 R2 D B2 D B L' F2 L U2 L'
225;16.22;;D F L' U' F2 L2 U F' U F2 D2 L2 D F2 U2 B2 U B2 R2
226;15.94;;U2 R2 U2 R2 B2 L D2 B2 U2 R' B2 D F U R B' L D F' R D2
227;15.26;;D2 L2 D' L2 U2 F2 U' F2 L2 R B F2 R2 F R' D2 L D U
228;17.14;;R2 D2 B2 D F2 D L2 D L2 U' B' R' U2 F D2 B2 F' D' L' U2
229;18.37;;D2 L2 D2 U R2 B2 F2 U' R' D' U' R D B U2 B' D' L'
230;14.38;;F2 U2 B' R2 B R2 B' R2 F2 U2 L' F2 D' U' L U2 R2 F R' D'
231;15.15;;F2 U D' R' F D' B D' R2 D2 L D2 B2 R2 U2 R2 U2 F2 R' F'
232;14.30;;L U' L2 U B2 D L2 U L2 B2 U2 R2 L' D2 B' F' U' B2 R F2
233;13.96;;U2 L' F2 L' B2 U2 L F2 D2 L R U B' F' D F D F2 D L2
234;15.99;;B2 R2 D' R2 D R2 U' B2 U' L2 U2 F D2 F' L2 U R U2 L D U
235;12.95;;F R U' F2 U' R U' F' L D2 R2 B2 U2 F' U2 F' D2 B2 L2 B'
236;16.43;;F2 U2 L2 D B2 F2 R2 B2 D2 B2 D L' R D B F' U' R B' L F
237;14.01;;L2 U L2 D F2 L2 B2 U2 F2 D' L2 B U' L' D L2 U2 B' R B U
238;12.90;;B2 D2 R2 B F2 L2 U2 F L2 F' D' F U L R2 F R' U'
239;12.04;;D R2 U2 R2 B2 R2 B2 F2 U R2 U2 B R2 B2 R D2 F2 U F2 L' F
240;14.32;;D2 L2 U2 L F2 D2 B2 F2 L' D2 L D B L' D U2 B R B2 F2 D'
241;14.29;;R' F' L2 B L2 R2 D2 F D2 F2 U2 F' D F' R U' B R' F' U' R'
242;17.99;;B2 F R2 B' D2 B2 D2 R2 U2 B L R' U' F' R D2 F U R2 B
