No.;Time;Comment;Scramble
53;16.92;;R' U' F2 D R' D2 F2 R' L2 B' D2 L2 B2 D2 B L2 F' U2 F D'
54;18.32;;D' U' R2 B2 U2 L2 F2 D L2 D' R' U' F D2 U B' R D2 R2 U F
55;15.29;;R B2 L2 D U L2 R2 B2 L2 U L2 U B D2 L' F2 R U' F' D B2
56;13.71;;B L2 U2 B' F2 D2 R2 F' L2 R2 F U F' L' B D2 F D2 R U B2
57;17.77;;B U B2 U' L2 D' U' R2 B2 R2 B2 U2 R' F' L2 R' F2 L' F R' F
58;14.00;;U2 L' F2 L' D2 R F2 L F2 R F2 B' U L' B2 F2 L2 B R2 U' L'
59;16.14;;R2 D2 L2 D2 B U2 F2 L2 B2 F2 D2 U F2 U' B U L D' B' F2 U'
60;17.83;;U2 L2 F2 D2 B2 F' L2 B2 U2 F D B U' L R B U2 R F
61;15.01;;B' L2 D R2 U L2 R2 U' B2 F2 U B2 F' D L F2 R2 F2 R B' R'
62;12.99;;B2 R2 U2 B' R2 F L2 B U2 B U' R B L F2 D' L' B' D' B'
63;20.10;;F' D2 F' U2 F' L2 R2 B2 D2 F' L2 D F' L R2 B D U' R F U
64;15.30;;U B2 U2 L2 D' R2 F2 U2 L2 F2 U L' B2 D U R F' R B' D2 B2
65;13.73;;U' L2 U L2 B2 D2 U' L2 B2 D2 R2 B L F2 D' U B D' R' F2 U
66;18.82;;B2 D2 L2 D' F2 U F2 L2 D' F2 U B R' F' L2 D2 F2 L B' D' U2
67;14.29;;L F' B' D2 F D R2 F' U B2 L' B2 L U2 L2 F2 D2 B2 L'
68;12.92;;F2 U2 B F2 L2 U2 F L2 U2 B' D F' L2 U' F2 R B2 U2 R
69;14.81;;R2 D B2 D2 U' L2 D' B2 L2 F D B2 R D U2 L2 U' R'
70;14.94;;D2 F B U L2 D' B2 R' B R2 D2 F2 D' R2 F2 B2 U B2 D'
71;14.41;;R2 U' L' F D B D' R' F' L2 U L2 B2 U2 D' L2 F2 L2 U' B2
72;16.98;;B2 D2 U R2 F2 D2 B2 U L2 F2 L2 F R' F R2 B2 D B' F R
73;23.28;;B2 R' U2 F2 L R F2 R B2 R U2 D' B' F R' B2 F' L' B2 U' R
74;13.07;;L' F2 L F2 R' D2 U2 F2 R' U2 B2 F' D' B R B' L2 F' D R'
75;18.19;;F2 U B' U R' D R2 D2 B' L2 B' L2 U2 F L2 F2 R2 U
76;14.81;;D' L2 D' F2 D2 U R2 U' B2 F2 U L B' R' D' L D2 L2 F D2 R
77;15.22;;U L2 B2 L D2 L D2 L2 D2 U2 B2 L' B' L2 F U' B L B R2
78;11.97;;F2 U' R2 D' B2 U' F2 D U2 R2 D2 F' L2 U2 F L2 F2 R B' U' L'
79;15.18;;R2 D2 R' D2 U2 L' R' U2 R' U R2 D' L R2 U2 F' D2 L B
80;13.18;;B D' U' B2 F2 D B2 R2 D2 R D2 U L B U' L D' B'
81;14.71;;U F2 U R2 F2 U R2 F2 R2 F2 B U F' D' L' U F2 R B2 F'
82;13.12;;U2 R B2 F2 R2 F2 L B2 R2 F2 D2 U L' B2 F' R2 U L2 D F' R2
83;18.76;;U2 F' U2 F D2 F' R2 U2 F2 L2 R F2 L' R2 F U B R D2 U2
84;17.72;;L F2 U L2 U' B2 D2 L2 D R2 F2 D2 B' D L2 R' D2 B' R2 D2 L'
85;16.62;;L U2 F2 D R2 U F2 D' F2 B L2 D R' D R B R' F'
86;13.43;;D2 F2 D L2 R2 D' L2 D' L2 U' R2 L D' U B U2 R' D F L' U'
87;12.48;;L U2 D' F L U' F U' F' L2 F' U2 D2 B D2 L2 B2 D'
88;17.79;;B2 D2 B2 U' R2 F2 L2 U' L2 B U' B2 L' R' B' D R2 D' R2
89;14.66;;U2 B D L2 F L' U B' L2 D' L2 F2 U' F2 R2 U R2 L2 D2 R
90;15.07;;U F R' U' B L2 U' F' B2 R2 U' B2 U2 D L2 D' F2 D' L2 B'
91;15.56;;F L' F2 R2 F2 R D2 F2 R' F2 R' F' R D2 B R U' B2 F2 D2
92;13.41;;L R2 B2 L' B2 U2 R2 B2 R' D2 R' B' L B' F D R' U' B' F D'
93;14.41;;U2 R2 B L2 B U2 F2 U2 B L2 F D L' R B L' U B2 F2 R2
94;15.08;;R' F2 U2 R2 B2 U2 R2 B' U2 B' R2 F' L' U2 B U B F' L B' L2
95;14.89;;R2 D2 L2 D2 R F2 L D2 L F2 U' F L2 R B F2 L' B D'
96;14.20;;U' B2 R2 B2 D' F2 R2 U F2 U' R2 B' D2 U B L2 B' R B2 R' U
97;12.98;;B2 U' R' D F R2 D2 R U R2 L2 F' D2 F L2 F U2 B R
98;14.83;;U2 B2 D' B2 D F2 D2 L2 R2 F2 U' L F2 D' R' U F2 L' F L2 U2
99;16.53;;F' U2 R' B2 L2 F2 D2 R D2 L' F2 D2 U R D B' D' R' D'
100;16.68;;B D2 B R2 D2 F' L2 U2 R2 U2 F U' L2 B U' L2 F2 L' U R2 D2
101;12.92;;B R2 F L2 U2 B U2 B' R2 U B' L D2 F2 D U F R D'
102;15.04;;R2 B2 U2 R2 D2 L2 B R2 F R2 F L U2 R U L' B2 F L' U' L'
103;18.23;;R F2 B2 R L' U' B' U R B2 D' F2 R2 U B2 D' R2 U' B2 D'
104;14.76;;F2 R' B2 F2 L B2 U2 L2 R' D' L2 B' U B' U2 B U2 B2
105;19.53;;L F L2 B D2 U2 B R2 B U2 R2 F' R U' L D' L2 U B L2 R2
106;13.93;;R' U' R2 F2 L2 F2 U' F2 U2 L2 F2 U2 B R' D2 F2 U' L' B2 F2 U2
107;17.45;;F L2 R2 F2 U' B2 D' F2 U F2 L2 B2 R' B2 R B' R' D' B2 D L2
108;14.85;;U2 F2 U2 F2 R D2 L' F2 R F2 R2 U' L2 B L2 R U2 B' L' D' U
109;11.59;;R2 D2 B2 L2 B2 R2 U' B2 U L2 B' U' R F D' R' D2 L B' F2
110;13.97;;F' D R2 D F2 L2 U2 L2 D F2 L U B D U2 F2 L' B R2
111;13.61;;U L2 D F2 R2 U2 B2 L2 D' U2 R B' U' B D F' R U2 B' F'
112;13.14;;D2 L2 B D2 U2 B' F D2 F' L2 F' D R D2 U R2 D' L D2 B' D'
113;15.83;;F2 U2 F2 U2 L' D2 F2 R D2 B2 R B F2 R' F2 L F' U' R2 B'
114;17.60;;D2 F R2 D F2 R' B D' F L' D2 R2 U L2 B2 D B2 D' L2 D R2
115;12.70;;L U F2 R U L2 B' L' B2 R D2 L' F2 L' D2 L F2 L B'
116;18.15;;U2 B2 L' B2 F2 U2 B2 R' F2 L2 U' R D2 R2 F' L' B' L2 D R'
117;24.19;;F' U' B2 L2 U B2 L2 B2 U' B2 F2 D' F' L U' L U2 L D2 L2 B2
118;13.67;;F' U2 F U2 F R2 B' R2 U2 B' D' L2 U' R' F' U2 L F L U2
119;16.47;;R2 U R' B2 D' L2 F' R B' U2 L2 B U2 F2 D2 B L2 B' U2 L'
120;12.92;;D F2 U2 F2 D R2 B2 D R2 B2 L2 B R B' L B' L2 U F D U
121;16.32;;F2 R' D' R' U D2 F' R B' L2 F2 R2 U F2 U F2 D R2 F2
122;16.38;;F2 D2 R2 F L2 D2 B' L2 B D2 B L' B D' U L' B2 U F U2 L'
123;13.56;;L' F2 D' B2 F2 R2 D' L2 U' L2 B2 U' R' D2 F' D B2 D U L2 B
124;13.84;;U2 B' L2 D2 B U2 B' R2 U2 L2 F2 U L2 B L' D' L' F' R2 D2 L'
125;12.85;;B D2 F' U2 B L2 D2 L2 B U2 B2 R' D' F R' U2 L U' L2 B' U
126;16.01;;F L' D2 U2 R' F2 R' B2 F2 D2 F2 L D' L' U F D2 B R D' L
127;16.21;;B2 F2 D U2 F2 U2 L2 F2 L2 U R2 L' B U' L' U2 R' B' F' D' R'
128;12.24;;F' D2 B' R2 F U2 R2 D2 B2 U2 F D' B D' R2 D2 U F2 L' U
129;18.16;;F2 D2 B2 U R2 B2 R2 D' U F' U' L' D' B2 L' U2 L B' D2
130;15.26;;D2 B2 D2 F R2 D2 F L2 D R2 U' F D2 B2 U L2 R' F
131;14.09;;U L2 B2 F2 D' B2 D' B2 F2 R' B L U' R2 B' R' F R2 U
132;15.01;;F' U2 R2 D2 F U2 F' L2 B2 F' D' L U' F R B R B' U2 F2
133;15.62;;U' D2 R L D B U R2 U' F L' D2 R' F2 B2 L U2 F2 R2 D2 B2
134;14.99;;L' B U2 F' L2 B2 R2 D2 F U2 R2 D2 R' D' U' R U' L2 D U2 R'
135;14.71;;D' B2 L2 B2 F2 U2 L2 F2 U' L' D2 F L2 F' D' B' L' U R
136;14.21;;U L' U2 R D2 L' F2 L' F2 U2 R' D' B' F U' L' R' D U'
137;20.53;;U2 R L2 D2 B' D B L F' L' U' B2 D' R2 U B2 U2 R2 D L2
138;13.99;;U' F2 D' U' B2 D2 F2 L2 U2 B' L' F L U B' L U B U'
139;13.19;;L' D2 F2 R2 F2 U2 R2 U2 L' F2 D2 F' R U2 B' D' U' R2 B' R
140;13.21;;B2 D L2 D' R2 U2 F2 R2 B2 D' R2 B' U' B' F L B2 L2 D L' B'
141;11.81;;F2 D2 R D' R' B L F2 D' U2 L' B2 U2 L' B2 L2 D2 R2
142;14.70;;U2 B2 F2 R2 D' B2 D' L2 U2 B2 F2 R' D B2 U2 F L F2 L2 U' B'
143;17.37;;L2 B2 U B2 L2 R2 D' B2 F2 D2 L U F R' B R U F' R D' L
144;13.24;;U2 F2 D' F2 U' B2 R' F D2 F2 R2 U2 B2 L2 U F2 D' R2 D' L
145;17.32;;L' U2 F2 U2 F2 U2 L2 B' D2 F2 D2 L2 R' B' L2 U' R' F R2 D2
146;15.21;;D2 B2 U' R2 D' B2 F2 D' B2 D' F' L' F D U L R' F D L'
147;19.93;;F2 U F2 L2 U2 L2 U' R2 F2 U2 R2 F L2 R' U2 B U' B2 L2 U F'
148;16.29;;L2 B2 R2 U2 R2 D' R2 U R2 F2 R2 B' L D F2 L2 U' B' F2 L'
149;12.97;;L F' R' L2 F' D2 F' U' R' U R2 U2 B D2 B2 D2 R2 F L2 B' R2
150;17.07;;F2 L' U2 B2 D2 F' U' L' F U2 B2 R2 U2 L2 D2 F D2 B' R
151;18.46;;D R B2 L' F2 L2 U2 R' U2 R' F2 R D B R U F2 U2 L2 F
152;15.24;;L2 D B2 U R2 U' F2 L2 U' B2 F' R' D R' B2 L' U B' L' D
153;14.16;;B2 U2 F2 D L2 U F2 R2 B2 L2 R2 B L2 D' B' D' F R B' R D
154;14.85;;U F U' F' L2 B' R2 U' F R2 L' U2 L' F2 R' B2 L F2 L' U2
155;13.93;;R F2 U' F2 D2 U2 F2 L2 R2 U L2 D' L D' B' D2 F2 U B L F
156;16.35;;L' U2 L2 D2 B2 U2 L D2 L2 F2 R' B D B2 D B2 D2 F' R F'
157;16.44;;F' U F2 L2 F2 D2 F2 U' B2 F2 R D' R' D' F2 L' U B' D
158;19.01;;D L' U' R' U' R2 B U2 F' R' L2 F2 L2 U' F2 D R2 U F2 D2 L2
159;18.83;;R2 B' D2 B2 L2 F' U2 L2 D2 L2 U2 L' B2 D' L2 U' B2 U2 B' L' U
160;12.86;;L' B2 L2 D' B2 D' R2 U' F2 U F2 D F' D2 F2 U' F2 R B2 U F'
161;15.10;;R B' D2 B' D2 R2 U2 F2 L2 F D2 L U' R B' D2 L2 D B
162;14.06;;R B2 D L2 R2 B2 D U2 B2 U' B2 U' F' U' R2 D2 B L' B' F' D'
163;13.41;;U' L' U B R' B U D2 B' R2 U2 D2 B R2 D2 F R2 F2 R
164;12.95;;L D F B' R B2 R2 D B2 R D L2 B2 R2 L2 U' B2 R2 D2
165;12.78;;L2 U2 L2 B2 D2 U2 F D2 B R2 B D' F U' R' D2 B' F' L2 U F
166;16.17;;R B2 F2 U2 L B2 D2 F2 D2 U' L' F' D2 B D2 L2 F2 D' U
167;16.76;;L2 D R2 U' F' R B2 L' D2 R2 U' D2 R2 U' B2 U' F2 R2 L'
168;14.34;;D B2 D' B2 F2 U L2 F2 U2 L2 U2 B L F2 R' U2 R' F' D U2 B
169;13.91;;R U2 L' R2 U2 F2 D2 U2 L' B2 L2 F' D F2 U' F2 L' B2 D' U' B
170;13.11;;F B2 D2 F2 D2 U R2 B2 F2 U' L2 R B' L2 F2 D' L' F2 L2 U
171;13.19;;B2 L' U R2 L' D B' U2 R F2 D2 L2 U B2 R2 U' R2
172;17.33;;R F2 B2 D R D2 B' U' D R L2 F L2 F' B' U2 L2 F' R2 F2 D2
173;16.05;;R' U F D2 L2 B' U2 D' R' B' R2 F U2 D2 B R2 U2 F' R2 F2
174;17.22;;L' D2 F2 U' L2 D R2 U2 L2 D' L2 F D' L' D U' B R' U' R'
175;11.55;;L F2 D U L2 R2 D' R2 U R2 L F' D L' R2 D2 B F D
176;15.95;;L2 U2 R2 D2 B2 D2 B' L2 F D2 B' L R' B R2 F D F2 U2 L2 B
177;15.34;;R F2 D' L2 U L2 U2 F2 U' L2 D' F2 R U' F U' L U2 L F R2
178;19.14;;B U' F2 R2 F' R2 F' L U' F' B' D2 B' R2 L2 F2 U2 D2
179;16.79;;R2 F' L2 R2 F L2 F2 L2 F' U2 F' D' L R B L2 D2 R' U' L2 U
180;15.06;;L' D' U' B2 R2 U' B2 U' B2 D B2 U' F U2 L B F2 D U L D
181;16.85;;R' F2 L' B2 F2 R' U2 B2 R B2 L2 F' L' U2 R2 F2 U' L2 B2 L F'
182;11.47;;U B L2 B L2 F' L2 F2 D2 U2 F D U' L' B' R2 B2 U B' U'
183;11.25;;B2 U2 R2 B R2 F2 D2 F' D2 B D2 R U' L F' U' L F2 L2 F R'
184;15.42;;F U B2 U' F2 R' D2 L B2 U B2 D R2 L2 B2 U2 L2 D2 F'
185;11.91;;B2 L' R2 U2 R' F2 R U2 B2 L U' L' F2 D2 L D' L B L2
186;16.11;;D2 F2 U' B2 L2 U' L2 B2 U2 F2 R2 B' L' F2 D' F U R B' L D2
187;17.51;;B2 R2 D B2 D L2 D' L2 B2 F2 U' R F' D' L' U' B L' R F R2
188;14.62;;L2 R' B2 D2 L' U2 L' D2 L' F2 D2 U' R' B' F2 D' R2 D F'
189;14.60;;R F' L2 U' R2 L D F' U2 B U R2 U' F2 U' F2 U' B2 D2 R2 L2
190;13.58;;L' D2 R2 B2 U B2 F2 L2 R2 U B2 F2 R' F2 D R F U2 L2 F2 L
191;16.21;;U' F R2 U2 B R2 F' D2 F' R' U B2 R' D' B' L' R' F
192;22.75;;B R U' F2 U L' F2 D B U2 R U2 L2 D2 R2 B2 U2 R U2
193;15.07;;D2 R2 D2 L2 B' F' U2 L2 B' U2 F2 L' U' R2 U B D' U' L U
194;13.97;;U F2 L2 R2 U R2 B2 L2 B2 D2 L2 F' R D2 U' L' D L2 F' D2 U
195;12.39;;F2 D2 L2 B2 L B2 L' B2 L F2 R' B L' F2 D' F' D' R B' R2 B
196;15.75;;F' B2 U2 L B D B2 U2 B R F2 D2 R B2 R D2 L B2
197;15.58;;D' F2 D' B2 D R2 U' R2 B2 L2 U2 F' D' B U2 B2 L U R' B2
198;15.57;;B2 U2 R2 B2 U' F2 D' R2 D' B2 D L R2 F L2 R2 B' R B D' L2
199;15.84;;U L2 B2 R2 U L2 B2 D2 U' B2 D B L2 F2 R U2 L2 B2 U' F R2
200;16.06;;L2 B R2 B D2 F' L2 U2 B2 L B U' B' D2 B' L B' F2 D'
201;14.49;;D2 F2 D L D2 L2 U L' B' R' U2 F2 R L2 F2 D2 L' B2 U2 F2
202;15.83;;R2 D' R' B L' F' R' F2 U' F' B D2 B U2 D2 F2 D2 R2 D2 R2 D
203;16.46;;F U' R' D2 F L' U' F U2 B2 U2 L2 B2 R2 U B2 U B2 F'
204;16.56;;D2 R2 F D2 F L2 F2 R2 F R2 B R U R B' F2 U2 R' D F' L2
205;14.29;;L' D2 R' B2 D2 R2 U2 L' F2 R U2 B' D U2 L2 B2 D L' F U
206;14.63;;D L B' L2 U R U' D' F R' F' R2 U2 D2 B' U2 L2 F' L2 F2 D2
207;14.73;;L R2 D2 B2 L2 D2 B2 R' D2 R' U R2 B F' U F' R2 U B2
208;15.51;;F2 R' U D' R D2 F L2 B2 D' B2 D2 R2 U2 R2 B2 D' R2 B
209;14.46;;F2 R2 F L2 D2 B L2 B F2 R2 D2 U L' D B F L2 U L2 B
210;13.79;;R U' R F' R' L U' L' R2 F U2 B D2 B' L2 B R2 B R
211;11.97;;B' L U2 L B2 L2 U2 F2 D2 R B2 L D' L' B' D2 U F L U2 L'
212;15.11;;U2 R2 B2 D2 R' U2 R' B2 U2 L' R B' U' L2 F' U' L D' L D F
213;13.78;;U' B2 U2 F R2 B' U2 R2 U2 R2 U2 B' L U' B2 L2 U L' B L F
214;16.63;;L B2 R U2 B2 L2 B2 R2 F2 R' U' L' B' R D R' F' U' L
215;13.34;;L' D2 B2 R2 B' F2 U2 R2 B L2 U2 L2 R B' D' U2 B U F2 U2 F
216;14.41;;U' D2 F2 R2 F2 L' D2 U2 R' B2 L' F L' D' L' R' F D B
217;17.76;;R2 B2 D' U F2 D B2 U2 R2 F2 R B2 L F R' D B2 F2 L2 R' U'
218;16.43;;B2 U' B2 D' L2 U B2 D' L2 B2 U2 R' D2 L' D B' D2 F' R U F'
219;16.38;;D' R' F' L U' B2 R' L2 B L2 B2 U B2 R2 U R2 F2 D R2 D B'
220;13.11;;F2 U2 F2 D2 U2 R' B2 L' U F L' B L F D2 R F' L'
221;14.71;;L' D2 L' B L U F2 R B2 D2 L2 B2 R2 U L2 D F2 L'
222;16.61;;B' U2 F' U2 F L2 B D2 B R2 U2 D' R F' U' L' B' U' F2 R' F2
223;13.56;;L' B2 L D2 U2 B2 R' F2 L2 D' F2 R' U2 F U' B2 D R' B
224;14.22;;D' L' B2 L2 R' U2 R D2 U2 L' D2 F2 D' F' D2 U2 L B2 R U F'
225;17.11;;F' D2 B L2 F2 R2 B L2 D2 R2 D' F' R' D' L' D B2 L F' D
226;16.61;;B2 U2 R2 B2 D' L2 D' F2 D2 R B' F2 R' F R F2 L' D B'
227;17.98;;F D' L2 B2 R2 D' R2 F2 R2 D R2 D2 B L2 R' B' D2 B2 F' U2 L'
228;15.84;;L2 U2 B2 U2 B U2 B U2 F2 D2 B' L F2 R D' F' R B' D' B F'
229;16.11;;U2 B2 L B2 R B2 R' B2 D2 U2 L' B L D2 L F2 U B' L2 R2
230;16.51;;R2 B2 L2 D' U R2 D' B2 R2 U' F2 B D B F U L D' F D B'
231;13.18;;F2 L2 U' F2 L F2 B' U' F2 R2 F' L2 U2 R2 B2 R2 B R2 D2
232;11.07;;B2 L2 U F2 D' R2 U R2 B2 R2 D B' D F' L' R2 D' F2 R2 U2 F'
233;12.31;;B2 R2 D2 L2 R2 B2 L2 B' D2 F U2 D' B2 D2 L2 R' B2 U L B' R2
234;15.58;;R U2 F2 D2 R D2 R' F2 L' B2 U2 D R' D2 F L2 U B' F U2
235;14.31;;R' B2 R2 F2 R2 D2 F L2 B U2 F2 L U2 B L D' U2
236;16.91;;B L2 R D2 B2 L U2 F2 L B2 R' D2 U B2 L2 D2 F' R D B
237;12.35;;D2 L2 U2 B' L2 F R2 U2 B2 L2 F2 L' D B R' B2 F2 L' U' L2 F2
238;14.46;;U2 L2 U F2 D' B2 U' L2 U L2 D F' L2 B' L D2 B D B2 D2 U'
239;13.45;;U' F2 R B2 D' B' U2 D' F U D2 B2 U' B2 R2 U B2 L2 B2
240;15.21;;L F2 D2 L2 D2 R F2 R D2 R2 B2 U R2 U2 L R' D2 F' U' R
241;17.88;;F L2 R2 U2 B D2 U2 F L2 B U2 D R U B F' L F' R' B2 R2
242;12.84;;D' U2 L' B2 R' F2 R2 D2 U2 R U2 L2 U B2 U2 R' D B' U F2
243;16.50;;F' L2 R2 D2 R2 U' R2 F2 D2 F2 U' L2 B U L R U R D2 B L'
244;13.52;;R2 U2 B' F' D2 L2 B R2 F2 U2 F' L' B' U F L F' U' R' U'
245;12.99;;D2 B U2 F D2 L2 F2 U2 F L2 F L' R U2 F' U B2 D' L2 R' U'
246;18.36;;D2 U2 B2 R U2 R B2 F2 D2 L' R B R B2 F D F2 L' B D U'
247;15.61;;R2 D2 U2 F U2 R2 B' D2 F2 D2 B' D' F R' F D L R2 D' L' B
248;11.01;;B2 D2 F2 U B2 D' L2 B2 L' U' F' D B' U' B2 L2 F R'
249;14.97;;D' F2 B' R F D' L' B' R U B2 L2 D2 L2 U B2 D R2 F2 D F
250;17.04;;R F D' B L U R B R2 B R2 L2 F2 U F2 U2 B2 U F2 B2 L2
251;19.27;;B' L2 B2 R2 B L' F2 D F2 D2 B2 U2 L2 D2 B' D2 F' R2 D'
252;15.67;;B2 U2 B U2 B' D2 U2 R2 F2 U2 R' D' B' D2 U F' R' F' D2 L2
253;12.93;;F D2 L2 F2 R2 D' R2 D R2 U' F2 L B2 F U' L' D' B D' F
254;19.52;;U2 B2 L2 B2 D' B2 F2 R2 D' U L2 B D R' F R2 B2 U F L' U2
255;15.40;;L2 F2 D L2 R2 D' L2 F2 U2 B' L' U' R' B R' F R2 F' D' L2
256;13.34;;L' F2 U D' R2 L D2 L2 B R U2 R2 F2 U F2 D' B2 D2 L2 D F2
257;15.88;;L' F2 U' R2 F' B2 D F2 R L2 B' L2 B' R2 D2 R2 U2 F2 D2 F
258;11.83;;L2 F' L2 B U2 B' U2 B2 L2 R2 D2 U' F U' R' F' R2 F L B' D'
259;15.32;;L U' B2 R2 D' F2 R2 D' U' F2 L D2 R' U2 F U R' B2 R
260;14.52;;L2 B2 F2 U2 F2 L2 U' R2 D2 F2 B R' U' L' U2 R D R' B U'
261;17.25;;D2 U2 F2 R D2 R F2 R' F2 U2 L B' U B F' R2 D2 L' U' B F'
