No.;Time;Comment;Scramble
262;15.87;;B2 D2 F' U2 L2 D2 U2 F R2 F2 U2 L' D B U R2 D L D U2 F
263;15.72;;R B2 F2 U2 L B2 L2 R F2 U2 B2 F U F2 R U F' R' B U2
264;15.88;;U' F U2 B' D L' U2 B' U2 R2 L2 U R2 U F2 L2 B2 U R2 F
265;14.85;;R U2 B2 D2 B R2 B L2 D2 B L2 D2 R' B2 L U L' D' U2 F D
266;15.72;;U L2 F2 R' D2 B2 R' B2 F2 R' U2 R U' F' D' U2 B L2 D L' B2
267;15.23;;U2 B2 D2 F2 U2 L2 B2 L2 U' R' B2 R' F' D2 R' B' R2 F'
268;17.74;;U2 L2 F2 R2 U' F2 D' U B2 F2 D' L R' B' L D' B2 D' U' B' D'
269;15.31;;R2 D F2 D2 F2 U2 R2 D2 U' B2 U' R' B' D B U2 B R F2 U2 R'
270;17.46;;F2 D' L2 B2 F2 D F2 D U2 R2 L' D2 B' U' F2 R' F' D U L' U
271;13.86;;R2 B2 R2 B2 U' L2 F2 U2 L2 F2 L' D' R2 F2 L2 D2 B' D' B R'
272;15.13;;D2 B2 D' F2 R2 U L2 R2 B2 U' B2 R F' U' L B' R2 B2 F2 D B2
273;11.99;;B L2 F' L2 U2 F R2 U2 B' L2 D2 L' B' U F' R' B F' L R2
274;16.56;;L2 F2 L R2 U2 B2 R F2 R' B' D B' F' R' D B' L' R U'
275;13.14;;L2 D B2 L2 D B2 R2 D F2 D B2 R' B' L F2 U' L' D F' R
276;12.64;;B F2 R' D2 L' U2 R' F2 U2 L2 B2 R' U' F' D2 U' B' F2 R2 D' B'
277;15.92;;L B D' R2 F B' U' F' R' L B2 D F2 R2 L2 U' B2 D2 F2 R2 U2
278;16.91;;U' B2 L2 U2 F2 D R2 F2 R2 U' L D2 B2 R B L D' U' L2 F2
279;13.75;;B2 L2 U2 R B2 F2 L' R2 D2 R B' D2 F2 D L' R2 B2 U B' U'
280;13.63;;D B2 R2 D F D F' U2 R2 U2 D2 R U2 R D2 L U2
281;12.40;;D' L2 D L2 D2 F2 U' B2 R2 D L D' L' D2 F U R U L D2
282;9.31;;B' D2 F2 U2 R2 D2 R' D2 F2 R U2 R B R D' L U' F' R D
283;13.02;;B2 D' R2 D' L2 R2 U2 F2 D' F2 U2 L B R U B' F' L U L2 R2
284;13.66;;R L2 U L2 U' L2 F2 U2 L2 B2 D2 L2 F R2 D' B' U L' B2 F2
285;17.25;;U2 R' U2 R2 B2 R U2 F2 U2 L D F D R' F2 D B D2 L2 U
286;14.88;;R' F2 U D2 B' R2 B' R' F R2 L2 F2 R2 F U2 R2 F R2 F' L'
287;18.79;;L U2 F2 R' D2 B2 R F2 R' D2 R2 D B' D U' B2 L B2 D B2 F
288;13.42;;R2 U' B2 R2 D' B2 F2 D' B2 D B2 L' U2 B' F2 D2 F2 U B2 F2
289;16.57;;B2 L2 F2 U2 L' F2 L' D2 F2 R' F2 D B' D2 F U2 F R2 U B
290;15.32;;F2 L2 B' L F R2 U' L' B U' D' B2 U F2 U R2 F2 U' L2 F2
291;16.21;;B U B2 R2 D2 F2 U B2 L2 U2 L2 R2 F U2 F D' L' U2 L' D' U
292;15.01;;B2 D2 B2 F2 D' L2 D U L2 B2 U2 L D2 B' L D' L' D' R U2
293;16.77;;U' B2 L2 U L2 B2 F2 D' R2 B2 U2 B R B2 D2 U' R D2 B' R B'
294;13.35;;R D R' L' U B2 D F R' B U R2 B2 R2 F2 D B2 D F2
295;18.87;;U' B2 F2 R2 B2 U' L2 U' L2 U2 F U2 R' B' F U' R B2 R D
296;18.06;;U D2 R2 B L2 D2 L2 F2 U2 B L2 B' L' F' L' B' L D' F' U
297;16.05;;U2 F2 L D2 R2 D2 R' U2 F' L2 F2 R F' L' R' F U B'
298;16.60;;U2 D B' R2 D' R D2 L2 U' L' F2 R2 B D2 R2 U2 F' D2 B U2
299;13.63;;F2 D' F2 U' L2 U F2 U' R2 D2 U' R B' D2 U L D2 U2 L' R' U'
300;13.84;;F D2 B' R2 U' B2 R' F2 L' B R2 U B2 U' R2 D L2 D' L2 B2 U'
301;12.29;;U L2 B2 U L2 D' L2 U R2 F2 L' U B' D2 B' R' D L R' U2
302;19.53;;U2 B' R' B' L' D2 R2 U' L' F2 R2 L2 B2 D F2 D' B2 U' F2 D'
303;12.55;;F2 L D2 R2 D2 B2 L R' F2 U2 F U' L' D U' L' R U' R
304;18.99;;D2 B' U2 D' F2 R' F' B L B2 U2 B2 U2 D F2 D' L2 D
305;14.43;;L2 U2 F2 R F2 R2 U2 B2 U2 R' U B F' D F2 D' L' R U
306;17.85;;R2 U2 L2 F2 D2 R2 D' R2 D' B2 L' F L2 R' D2 U' R2 F' U R
307;16.22;;R2 F' U2 R2 F' L2 F D2 R2 U2 F2 R' B2 L D' U2 F U' F2 R2 U'
308;15.69;;B' L2 F2 D F2 L2 U2 L2 D' U2 L2 F2 L' B F' U F' L D2 F2 L'
309;15.58;;F L U2 L' U R2 F L' U' R' B2 L' F2 L U2 B2 R2 B2 L U2
310;19.53;;L2 U2 R2 D2 F L2 B' F' D2 U' R B2 F R F R F' R F2
311;15.94;;R L2 D' B2 F2 L2 D B2 F2 R2 L F L2 F2 L D' U L2 R2
312;22.45;;L F D2 R' U F2 B' U' L' F' B2 L2 U R2 B2 D' L2 F2 U D2 F2
313;13.37;;U' B2 R2 B2 D B2 F2 D F2 D R2 B D' L2 B2 L2 F' L D' R' F'
314;16.96;;B' F2 R U2 L' F2 R2 F2 R D2 L' U' B2 L2 R2 B L2 D' R
315;17.79;;F' R2 B D2 F2 R2 U2 F D2 R2 B' U' F' L2 R' U' B2 U' F'
316;20.20;;R2 B2 F2 U2 L2 D U2 B2 D R2 B2 L' D' F D' F U2 B' F D U
317;13.21;;D2 F L U B L' B U' L D2 F U2 B2 D2 F' D2 B' D2 R2 B'
318;18.21;;F' B' U R' B D L U2 F U2 B2 R2 D' F2 U' B2 R2 L2 D2
319;19.97;;U2 B2 D B2 L2 B2 U B2 L2 D' R D' U F U L2 U B' R F
320;18.05;;U' L2 F2 U' B2 D' R2 U' B2 D B2 R' F U2 B2 U' B' D2 B2 L' D2
321;16.80;;U B' L F D B2 L' B' D' B2 R2 D R2 B2 R2 U' D' R2 U
322;16.02;;R2 B' U2 R2 F2 D2 R2 F D2 B' F' U' R2 B' L' U F U B' L2 B2
323;23.07;;D R U' D2 B' D B L2 U R2 B2 D B2 D2 L2 U' L2 U'
324;15.85;;L' F' R L' B L' U B2 R' D2 F D2 F2 B L2 B' R2 U2 B'
325;16.84;;U2 R2 B2 D' B2 D F2 D' U2 L2 U L' D2 B L U' F L' D B U'
326;13.89;;F R2 B L2 F U2 R2 D2 L2 B R F2 D2 B2 D' L U' R2 U2
327;22.91;;B D' F2 U2 B2 L2 U' F2 R2 U2 F2 R U' B2 U' B' U L' B2 L'
328;15.89;;L2 R2 F2 U2 R2 U' R2 B2 U B2 F D' F' L U2 R' B F L
329;12.73;;D F2 D B2 F2 U2 R2 U' F2 L F2 R' F' U' B R' U' F' D'
330;16.81;;U2 R2 F2 U2 B2 R2 D' F2 D B R2 D' U B R F' L2 B' L' B
331;14.94;;R' B L2 B' R2 D2 B' U2 L2 B2 U2 L R F U R2 B2 L' R D
332;19.02;;L2 F' D2 B' U2 L2 F U2 F' L' U' L' D' L' D2 R' F R2 U
333;18.84;;F' D' B2 L' U' B U L F2 R' F2 L2 D2 F2 D2 B2 D L2 U B2
334;16.22;;U2 B2 D2 L D2 F2 R2 F2 U2 R U F2 L' F D' B2 L2 U' F2
335;15.25;;R2 U' B' R2 U L2 F B' R B D2 F R2 B' U2 F2 R2 D2 R2 B'
336;17.48;;U' B2 D' L2 F2 L2 U2 F2 U' F2 U2 F' U' L' R2 F2 U2 L B' U' R'
337;17.06;;B' U' L2 B2 D' F2 D R2 B2 U2 R2 D L' D2 L B L' U B' F L'
338;13.58;;B2 D F2 D B2 U B2 U2 B2 R2 D B D' F D' U' R D L
339;16.11;;F2 R2 D2 R2 D R2 U2 L2 R2 B2 R' B' U2 L' D2 R F' D2 B2 U'
340;13.98;;L2 B2 D2 B2 R' B2 R F2 L F2 R' D' L F D F L' F D L D'
341;14.72;;L' U' B2 U2 R2 U' L2 U2 F2 L2 U F' U2 F2 R' D' B D U F2
342;14.17;;R2 B L2 D F U L2 B2 L F2 U R2 B2 U D2 B2 L2 U L2
343;13.70;;F2 R2 U2 F' U2 B D2 L2 F L2 F L R U B' L' D' R' D2 L2 U
344;13.78;;R D2 F2 L2 D' F2 L2 R2 U L2 R2 U' F' R' B D2 B' R2 D F R2
345;15.10;;R F' D' F' B D R' F2 D F2 U2 B2 L2 D B2 D' F2 D' F
346;16.79;;U' R2 B2 F2 U B2 D' F2 U2 L2 D R' B D B' F' L2 F2 R2 D' R2
347;13.13;;B2 D2 F2 D2 F2 D' F2 L2 D' L2 B L B2 L2 U2 F' R B' U2 B
348;13.38;;L2 B2 U F2 U R2 D2 B2 U2 B2 U' B' R U F2 U' B' D F U2 B2
349;15.46;;D' R F R' F2 L' D2 F' U' F2 U2 F2 U' F2 R2 D F2 B2 R2 L
350;16.12;;F2 R2 D2 R2 U' B2 U R2 U2 R2 B R2 D L2 B D' F' R F2 L'
351;15.91;;F R2 F2 L2 F2 D2 L' F2 R' U2 L' F' U' B D R2 B L' U2
352;16.78;;R2 B U2 R2 B L2 F L2 D2 R2 F D U2 R' U' R D2 R' D L2
353;15.34;;R L U' F' U D' B' D2 R' D F2 R2 B2 D2 R2 D' F2 U' R2 D
354;15.54;;U' D' B2 R2 U F L U F R D2 F' U2 F L2 B' D2 F' D2 F
355;13.71;;R' F2 L2 F L2 R2 B D2 B' R2 F' L' U F2 D2 R B' D L F
356;15.26;;U2 L' R2 U2 L' F2 L' F2 R' D2 B R2 D2 U' R' F D2 R' F' U'
357;15.10;;L2 U2 R2 F' R2 D2 F R2 F2 L2 B2 U F L' D' L B' R' B2 U' B'
358;15.78;;F R2 D2 F2 R' U2 R' F2 R2 U2 R' B2 U R B L B R D2 F'
359;14.15;;F L' B D' R F' U2 R D' R L' U2 F2 R' U2 F2 R U2 D2 R2
360;14.49;;L D2 L2 D2 L B2 D2 B2 R' F2 R' F' L R D' B2 R2 U' F R2 D
361;15.23;;R B2 U L2 F2 D' F2 U R2 D' U2 F2 B' L2 B L' D F L2 B2
362;17.83;;R U2 B2 D F2 L2 R2 F2 U B2 F2 L U B2 F' D2 L U' F' L'
363;17.40;;L2 B2 U L2 R2 D' U2 B2 R2 B2 L2 R' F' R B D' L' R B D' F'
364;15.87;;U2 F2 R2 F2 D B2 L2 D' U2 F2 L' R' D' F D' R' U L2 U2 B'
365;15.66;;F2 B' R D' R L D' F' D' F2 U' R2 U2 R2 L2 U' B2 R2 D' B
366;16.38;;L R2 U2 B F2 R2 B R2 U2 B R' B2 D' L2 F' U L2 D
367;15.86;;F2 R2 B2 L F2 U2 R' U2 B2 R' F' D' R' F' U L2 F' U2 B' L'
368;12.15;;F2 D2 R2 D2 U' F2 D' F2 L2 D F' D2 L' B2 L' B2 R F' R D
369;14.58;;F2 U2 R2 D L2 U F2 D L2 F2 U L F L U B D2 L B U R
370;15.97;;L' R2 D2 L2 U R2 B2 R2 D2 R2 U L2 F' L2 R' F2 R2 B U F' L'
371;14.14;;B' D2 B2 L2 D B2 L2 D F2 U2 F2 L' B R D F2 L F' D2 R D2
372;16.43;;R D2 F B' R' D' R' B' U' F' U2 B D2 B' L2 F U2 R2 B' L2
373;18.95;;D U2 L D2 B2 L' F2 R2 F2 D2 B2 R2 B' U' F2 R2 F2 D U R'
374;14.40;;F2 U R2 U' R2 D2 R2 U' F2 L2 F2 L' D L B R' B U B' D2 U
375;15.23;;L F2 D2 R2 B2 D2 R2 B' U2 D' B2 F' R' D B D2 F U2
376;15.09;;L' U' B2 L2 U2 B2 U' B2 L2 U B2 F R2 D' B' R2 B' D2 R2
377;13.64;;R2 U2 L D2 B2 R U2 R F2 L B2 D' F R2 D' B D U' R2 B
378;22.09;;F U F' D' B2 L F' R' B U2 D2 F2 L U2 L' B2 R2 D2 B'
379;14.44;;L U' F2 D F2 L2 U B2 U F2 R2 B' L F D R2 F' R' F U
380;15.41;;D' B2 R2 U F2 R2 D F2 L2 D' B2 L R' U' B' F2 D2 U F2 U2 L
381;24.14;;D F2 R2 U L2 D L2 U2 F2 L' R' D F D2 B L F D L
382;15.76;;B U2 L2 D F2 U B2 D' R2 D' R2 U' L U' F2 D' F' D U2 B2 R2
383;11.82;;F2 D2 F2 D2 R B2 R' U2 F2 R B2 D' F L U' R' U' F D F'
384;14.90;;U' R D R2 F2 R F D2 R' F2 L2 D' R2 U' B2 R2 L2 D L2 D
385;14.29;;D' F' U' R2 L' U' B R' F L2 D' R2 U2 F2 U2 F2 L2 D2 R2 D2 L'
386;13.70;;B U2 B' L2 U2 F2 R2 D2 F' D2 L2 R' U B R B2 U2 B' R2 F
387;15.71;;R B' R2 F' U' L F' U D2 L U R2 F2 B2 U R2 D2 R2 B2 L2 F2
388;19.95;;D2 R F R2 B U' R L B U' R2 F2 U' R2 D' R2 F2 U2 R2 F2 L
389;17.11;;F' R2 U2 R' D2 F U B2 R' L2 D2 F R2 B' R2 F2 U2 B' D
390;19.45;;B U B2 U F2 D R2 D' L2 D' F2 D' R' F2 R' F U' L' B' D'
391;15.18;;F U2 L2 F2 L2 R D2 L2 B2 R2 B2 D2 F' D B' R2 U' L R' B' R2
392;13.22;;F R L U' F U' B' U' L' D2 R2 D' L2 F2 U L2 B2 L2 B2 U2
393;16.87;;R2 B2 F2 D B2 R2 D2 R2 D2 U2 F L' D' R B2 U' L' U B U
394;15.01;;R' U' F2 R2 D' B2 U' F2 U2 B2 L' U' R' D' F' U' L F L
395;14.31;;L2 U2 B' R2 D2 B' L2 B' D2 L2 B U' F2 L D B F2 L R' B'
396;20.97;;L D L2 U2 B2 U B2 U2 R2 B2 R2 U B' U' L D2 F D2 L' F D2
397;16.02;;L2 U2 D B R' U' B' U' B' R2 U2 F R2 U2 F R2 L2 U2 R2 U
398;14.84;;B2 R2 D' B2 L2 U2 B2 R2 U' L2 R2 B' D L' U2 B2 R F D' U2 F
399;17.37;;R B' D' F' B' R' B2 L D' F2 D R2 U' F2 D2 R2 B2 U' F'
400;15.54;;L' F U' R2 D R2 D L R2 U B2 U' D' F2 U R2 F2 R2 B
401;15.98;;U' L' F' B' L2 U R' F2 R2 B D' L2 U' F2 B2 D B2 U' R2
402;19.51;;U2 B2 D' L2 D' B2 R2 U B2 D' R2 L' U F U2 R2 B2 U2 R2 U' F'
403;14.50;;R F2 U' F' L' U2 B' L2 B' L' B2 L D2 R' U2 D2 F2
404;13.05;;B' D2 L2 B2 F2 U2 L2 F2 U' F2 D' U' L' F R U F U2 R2 D2 U'
405;12.94;;U2 D L2 U2 L F' D' F2 B' R2 U' D L2 D' F2 U R2 L2 U R2
406;14.32;;U' F2 U2 R2 D2 F2 L' R' B2 L F' U' R D L R U' R2 B'
407;16.46;;F2 L R2 F2 L2 D2 R' D2 R D2 R' F' U2 B' R' F2 U' L2 U2 B'
408;12.36;;D2 R2 F2 R2 U2 L2 B R2 F' D' L' B2 U' L R' B L' D' L B2
409;14.76;;F' B2 U R2 F2 U2 R2 U' F2 U F2 B' D2 L U2 F L R' U2
410;13.44;;L2 U2 R2 B' U2 F2 U2 L2 F2 U2 F R' D' R B2 D' F R' F2 U'
411;13.52;;U D2 R' D R' F' R2 D2 F' R2 F2 D2 F2 R' B2 U2 D2 R' D2 B2
412;16.59;;U2 F2 U2 R' D2 U2 L' D2 L' R D' F' R2 B F' R U L D R
413;15.92;;L R2 D2 L' F2 R2 U2 D F D' F D2 R B R' D
414;15.09;;U L2 F2 U2 B2 U' L2 F2 D L2 D2 R' B2 F L B F' R D B'
415;15.25;;B2 L2 D' F' U B' U2 R2 L' F2 U2 D2 L2 F2 U' R2 B2 U' B2 R2
416;19.71;;L2 B L' U2 F2 D' F L' B2 R2 B2 U' R2 U2 F2 U2 L2 U' B'
417;15.61;;D L2 R2 U R2 F2 D F2 D F2 L2 B' L' F2 L2 R' D' F2 R2 F U2
418;15.19;;U2 B2 D2 L R B2 U2 R D2 R F2 B' R2 B' D L' R2 D' U2 F
419;18.79;;U2 B2 D F2 D L2 D' R2 U' B2 D' R' B F' U R2 U F2 D2 F2 R
420;18.79;;L F2 U2 F R2 B' L2 D2 F' D2 U B' D2 R' D U' L' D2 R
421;10.57;;R2 D R2 U' B2 R2 F2 R2 D R2 F2 R B2 F2 U B' U L' D' L2 U'
422;17.51;;F2 U L2 U2 L2 F2 D' B2 L2 B2 L2 R' D' R B L D' B U L2 R
423;14.24;;F2 D2 B' D2 U2 R2 B' D2 F' L2 R2 D B U2 L2 D' F R' D2 L F'
424;14.40;;L2 D2 R U B' L2 F D2 L D' R2 D' F2 U' F2 U F2 R2 U2 L2
425;15.33;;F R2 U2 L D' B' R F' R2 B2 D2 B L2 F2 R2 B U2 D'
426;13.93;;B' D2 B2 U2 F2 R2 B' D2 L' R D R' B F L D' B R2
427;19.22;;B' U2 B2 L2 U2 R' D2 R' F2 L' U2 F' U B L F' D2 B' D' F
428;14.33;;D' R2 D2 L2 U2 R2 B2 U' L2 F2 R B' R' B' D' L R D B' F'
429;14.82;;F2 U' R2 F2 U' B2 D' R2 U' F D2 B' U' R2 B L R' D2 B' U2
430;16.65;;F U2 R2 B D2 F' L2 R2 F U2 D' R F L B F' L2 B F'
431;16.03;;L' B2 R' D2 B2 L' B2 L F2 B D F' U R2 B F2 D U F'
432;15.64;;R2 U R F' B2 L' F' U2 B' D' L2 F R2 F D2 L2 U2 R2 F2 L2 U2
433;14.12;;U2 F U2 F2 U2 B' U2 L2 F U2 F' D B' R B D R F' R2
434;21.51;;R' B' R B2 D R' D F2 R2 F U2 B2 D' R2 U2 F2 D2 F2
435;15.37;;L' D L2 D' U F2 L2 U L2 B2 U' F D2 R D2 F2 L B2 L'
436;16.27;;F2 L2 B L2 F2 R2 D2 F2 D2 B2 F' L' F R' B2 F D B R2 B2
437;14.91;;D2 B R2 F D2 F' R2 F' L D2 B F' R' F' R2 U B2 U
438;16.39;;L2 F2 D2 B2 D B2 R2 D F2 L2 B2 R' B2 F2 D2 R F' D' B' D U'
439;14.91;;R F2 U2 R U2 L' F2 L' B2 U2 L2 D L2 B D B' L2 F2 L' R
440;14.71;;D2 L2 B' U2 B2 U2 F R2 F2 L2 D2 U F2 D' F R' B2 D F2 U' R2
441;12.53;;B2 L2 B2 L R2 B2 D2 B2 U2 R B2 U' R2 B' D B' F U' B U R2
442;16.84;;R' B' L2 D2 B L2 B U2 L2 D L D L' F U' B F' L' U
443;18.13;;B2 L2 R2 F2 D' B2 D F2 U' R2 U' L' B' D L' B2 R2 F' U' F' D2
444;20.37;;L' B R2 U2 F R2 B2 U2 L2 D2 F' R2 D' U' R F D2 R' F2 L2 R'
445;16.07;;U2 L2 R2 U R2 B2 F2 D B2 D2 F2 L' B2 D L F' D2 B L' B' U2
446;15.43;;L2 R2 D2 B2 L2 F2 D L2 U2 B2 D B' R' B U2 F' L' B2 U F'
447;17.25;;U' F2 D B2 U2 L2 U' R2 U2 R' F D' B' U' L2 U' F2 R2 F
448;20.29;;R2 D R2 U2 F2 U2 B2 L2 U2 L2 U' L F U R U L U' F D'
449;16.02;;D' U2 L2 F2 L R' F2 U2 R D2 U2 R' B R' U B D' L B L2 R'
450;10.92;;B D2 R2 B L2 B' L2 R2 B' U2 B' R F' U R2 D' U2 R' D L'
451;14.47;;F2 L2 B2 L2 F2 U' L2 D' U2 F2 L2 F R' D2 R2 F' L' D B D L'
452;18.79;;D' L2 B2 D2 F' D' L2 B U' R U2 L2 B2 D' R2 D F2 D R2 U L2
453;16.39;;D2 L' D2 R2 F D' B U' R F2 D2 F2 D2 B D2 R2 B' R2 B' R
454;12.54;;L' B2 U2 L2 B2 L D2 F2 R2 D2 R D L U2 R U' L' F2 U B'
455;16.08;;D' F2 R2 F2 R2 D' F2 R2 U' B2 L' F R D L2 F2 R' U' R' D
456;15.68;;R2 F2 L2 F2 U F2 D2 U' B2 F2 U' R' U L' R' D' U R2 B D' F'
457;14.53;;B L2 F' R2 B2 D2 B' U2 L2 U2 B2 R U2 B' R2 F U2 F' D B2 R
458;14.69;;F2 L2 D2 R2 B' R2 F' U2 L2 F2 U2 L U' B U' F R D' L' U R
459;14.31;;R B2 U R2 U' B2 D2 F2 L2 U' B2 R' B' R2 U2 R U2 F D' F2
460;13.42;;U' F2 D L2 U F2 D' F2 D2 L' F2 U' B' D L F U' B' L
461;15.07;;B2 U2 L2 D' F L2 U' B' L R2 B2 U R2 D2 R2 B2 U R2 B2 D2 L
462;12.82;;L F2 R' B U' D2 L F D' R F' U2 F2 R2 U2 L2 F U2 R2 F R2
463;14.65;;F' L U F2 D L' U2 D' F' L D2 R2 F2 D2 R' D2 B2 L F2 U2 F
464;17.31;;L2 R2 U B2 F2 L2 D' L2 R2 B2 D' F' U R2 F L' B2 L' D L' B'
465;13.98;;D L2 U2 B2 L2 D' B2 D L2 D' U2 F L R F R U2 F' D' F R'
466;18.77;;U D F B2 U' B2 L' F' R' F R2 U2 D2 B D2 L2 B L2 F2
467;13.39;;L' F' L2 R2 B' L2 U2 B2 D2 R2 F2 U2 L D L F' U' F L R D
468;13.66;;D L U' B2 R' L' F2 B' L U2 D2 B' D2 B' R2 D2 L2 U2 F2 D2
469;16.87;;D R2 B' R2 F2 L2 U2 F D2 F' R' F2 R D' B2 U R B' L'
470;16.52;;F' U2 L2 R2 B L2 D2 B2 L2 D2 B U' B2 R D' B' U R B R2
471;13.27;;U' R2 B2 L2 D2 L2 D R2 U' L2 U' B' L2 F R D' F' D2 L2 R' U2
472;12.64;;L2 B D2 F2 U2 R2 B L2 B2 L2 F' D' F' D' L2 F' D' R' D L2
473;14.14;;U L2 R2 U F2 U' B2 F2 U' L2 U2 R' F' D F' D' U' B D' B2 F2
474;14.18;;U2 L2 F' L2 B D2 F' L2 F U2 F L' D L2 D2 L' F' L B U2
475;15.76;;B U2 B' U2 R2 B L2 U2 B' R2 U2 D' F' L' U R F2 D2 F' D U2
476;14.66;;D2 B' R2 U2 F2 D2 F2 U2 L2 F' L U' L2 F2 R' B D F2 U' B'
477;14.60;;U L U2 F' B' D' R2 B' D2 L D2 R L2 B2 D2 R' F2 U2 F2 U'
478;15.65;;B' R2 F' L2 U2 F' L2 F' R2 U2 F D U' L' B L' R2 F L D2 R'
479;16.25;;F' L B' L2 F' L' B R' F U2 R2 B2 U2 D B2 R2 U2 R2 L2 B2
480;14.46;;L2 R2 U L2 D R2 B2 D' U' R2 F2 L B D' L D2 F' L' B' D2 U
481;17.01;;B D2 F U2 F U2 F2 U2 R2 U B' L F' D B U B2 L' U'
482;18.96;;L F' D2 B2 U2 F' R2 F U2 F2 L2 D B' U B F R' F U' R
483;16.28;;R2 F2 D' R2 U' B2 U2 B2 L2 U2 R D' L' B2 D U' F' R' D' U
484;22.04;;L D L2 D2 R2 F2 R2 D' F2 U2 R2 B2 L' U2 B' L' R2 B L2 D R'
485;17.19;;F2 U2 F' U F2 R F2 L B D2 B2 U' R2 U' L2 D L2 F2 B2 D2 B
486;14.19;;B2 L2 D2 B2 R2 D L2 D' L2 D2 U' F' U' L B2 R2 F' U L D2
487;12.05;;R' F D2 R L2 F' B D' F L2 B2 D2 B' R2 U2 B R2 B D2 R'
488;17.56;;F' L2 R2 U B2 L2 D' L2 R2 D' B2 D2 R U2 L F' L' D B2 D B2
489;16.97;;F' U2 R2 B2 L2 B' D2 U2 B2 L2 F' U' B' D' B L' F2 R B2 L'
490;12.96;;F' D2 F2 U' B2 D L2 U F2 U' F2 D2 B D R' F2 R2 D2 R U' B'
491;13.95;;F' R' L D' F' D L' U' L' B D' L2 U R2 D2 F2 U2 F2 L2 F2 U'
492;14.42;;B2 L2 D' L2 D2 B2 L2 B2 U L2 U' R' F2 D U2 F2 D2 B' U' L' R'
493;14.32;;U D B R' B2 U F2 R' B D' F2 D' R2 D2 R2 B2 U B2 D2 B2
494;14.83;;L2 F2 D U B2 L2 B2 D B2 L2 R B F' L2 D' R F2 D2 U B2 U'
495;12.73;;F' L2 F L2 F' D2 U2 L2 F' U2 B L D' U F L' B' F' U' B' L'
496;15.93;;F2 U L2 R2 B2 D' L2 U L2 B2 R' F' R' D2 L' F R2 D' R2
497;12.08;;R' B2 L2 B2 R2 U2 B' L2 D2 F' U2 F2 U R' U2 B' L D' R B
498;16.48;;F2 D2 L B2 L' D2 L2 B2 R F2 L D B2 U2 B U L B2 D F' U'
499;13.73;;B' U2 L' U2 B2 R2 D2 F2 R' F2 R B2 D R B2 D B' F2 L D2 F
500;11.88;;R2 D F2 L2 F2 D' R2 D2 U' L2 U' F' R B L' D2 B' F2 L' B2 R2
501;18.48;;F' R2 U2 F L2 D2 U2 F' U2 R D U' B L B2 F R B R
502;15.26;;R2 L' F D' B2 U' L2 U2 R L2 B2 U2 D' B2 L2 U2 R2 U R2
503;14.99;;L U2 R F2 R' F2 L' F2 U2 L2 B U B D2 R2 F' L B D B2
504;13.14;;F D2 U2 F' R2 F' R2 F2 L2 R2 F2 R' U R2 F' U2 R2 U' L D U
505;13.81;;R2 B2 L2 R2 F R2 B2 D2 F U' L D R' U2 B' L2 B' R' D
506;13.14;;R2 D' B2 D' F2 U L2 R2 D2 B2 F2 R' B2 F U B2 L2 R D' B' F
507;22.97;;D R D' R2 D' R2 U2 B' L' F U L2 U' F2 U' F2 L2 U2 F2 D2
