No.;Time;Comment;Scramble
35;12.55;;R2 U2 F2 D2 F R2 F' D2 F2 L2 U2 L' F' D' F' R U F2 D2 B2
36;15.24;;L' F' D2 L2 B2 U D R' U B' R2 F' L2 B U2 R2 D2 F' L2 U2
37;19.25;;U B2 L2 R2 U2 B2 D' F2 L2 U L2 B' R2 U' R2 B2 R B2 F U L
38;17.28;;L' B2 U2 F' L2 B' D2 F2 D2 F2 R2 U' B' F2 R B2 F' U' F L'
39;13.74;;L U2 L2 F' D2 L2 F D2 B2 R2 B R' B F' L U B U2 L B
40;15.07;;R' D' L2 B2 D B2 R2 F2 U' F2 D2 B R D' F L B L B' D2
41;14.21;;B R2 B L2 B2 D2 U2 L2 D2 B' U2 R' B' F' L U' L' R' D2 R B'
42;13.81;;U F2 D B2 D2 L2 U' L2 B2 U2 R' B U' B2 R2 B' U F U L2
43;14.47;;B D B2 U' F2 L2 U L2 F2 U' R2 U2 L' B' U2 F L' U2 L2 D' L2
44;15.17;;L2 D2 R F L U2 R' U' L' F2 U2 R' B2 L2 B2 U2 B2 D2 L2 F'
45;17.99;;F2 B' R' F' B' U2 R' L2 U' B' U' R2 B2 R2 D' L2 B2 D' R2 F2 D
46;15.25;;B2 D2 R2 U' F2 D U2 B2 U R2 L B2 F' D U' B L B R2 D2 L2
47;14.83;;R' B2 F2 U2 L' U2 R' U2 L' D2 U' B L F2 D R2 B R2 U
48;16.47;;D2 U2 B' U2 F' U2 L2 B2 R2 U2 B L D R F D L' D2 L U
49;13.71;;F' L2 D2 F' U2 B U2 R2 F U2 F' L' F R2 U R D U2 F2 L2 R'
50;20.99;;U2 L' U2 L' D2 F2 R2 U2 R' B2 R2 F' R' U2 L2 B' D F2 L' B' D2
51;16.42;;R2 F L2 U' R D2 L' U F' U2 L2 D2 F2 D R2 U B2 L2 U2 L2
52;14.82;;B2 U B2 R2 D2 F2 U B2 D U' R2 L' D2 B' D' U' B R B2 D F'
53;16.44;;D' F2 D F2 R2 D' R2 D2 B2 U' F2 L' B R' B L2 B D' B' U B'
54;18.85;;F2 U' F2 R2 D' R2 U R2 D2 B2 L2 B' L R2 U' L2 R2 F2 L R F
55;13.35;;R2 B2 L2 B2 R' D2 B2 L' D2 R2 B D2 R' D' R' D' R' F
56;13.37;;B' U L2 F2 D R2 F2 U F2 D' R2 L D L F' R2 U2 B L R2
57;21.25;;B2 D L2 U' B2 F2 L2 B2 R2 D U B' L2 D L2 B' D L' U B' F'
58;19.08;;R2 U' R2 U L2 D' R2 D' B2 R2 U' R' B U F U R' D2 F2 D2 R2
59;16.12;;R2 D2 F2 D2 F L2 F D2 F' L2 B' U B F U' L U2 B' R' U F2
60;14.04;;F2 R2 B2 D2 B2 F2 D' R2 B2 D U L' D2 B' U2 L B R2 U F' D
61;14.93;;D R2 F D2 B' U2 F' L2 R2 F2 U2 D' B R' B F' L' B2 F L
62;16.85;;D' R2 B2 D2 L U2 B2 F2 R' B2 F2 R B U' B L2 D B2 L B'
63;18.35;;L2 U2 B2 D2 B' L2 F2 L2 B' R2 D' U' R' F' D' U' L2 U' B2 U2
64;19.56;;U2 F2 L2 R2 D2 B2 D B2 D' F2 U L' F2 R2 D R' U2 R2 B D2 F2
65;13.22;;F2 R2 D2 L2 R D2 B2 L B2 R' D2 F' L2 U R2 D2 B' R2 B2 D'
66;14.03;;U2 B' R2 D2 F' L2 R2 F L2 B' U2 D' B D R' D2 F' L' F' D U
67;14.44;;R' L' B R F2 U B' R' D F R L2 F2 U2 R' B2 U2 R' D2 B2 R
68;14.39;;L2 U2 R2 D2 B' F2 D2 U2 L2 F' D2 L' R2 D' B2 R U' B D' B2 L2
69;13.84;;U2 R2 U2 F' L2 B F D2 R2 B U2 D' R2 D B' D2 B2 F R' D'
70;16.06;;B2 R F2 D' B R' L' F2 D' L' F B' D2 R2 B R2 F' U2 F2 D2 B'
71;14.50;;U F' U2 B' D2 L2 U2 B2 D2 B' D2 R U B' F2 R F' U2 L2 B2 L'
72;18.27;;F' U2 F' D2 B R2 U2 F2 R2 F' D2 U' L' F L2 U2 R D' F2 L
73;17.24;;R2 D2 B' F2 L2 R2 F' R2 F' U2 F R F2 R2 D R' B2 U' F U L'
74;16.93;;F R2 D' R2 B2 L2 B2 D' B2 U2 L2 U' B U2 L U2 R' D' U B' F'
75;12.31;;D' B2 R2 B2 D' U F2 R2 U F D' F2 D' L R D' R' U'
76;11.72;;L' F2 U L2 F2 U2 B2 D L2 F2 L U' L R2 F' D2 L U2 B'
77;17.09;;U L2 D2 F L2 D2 B R2 F R2 D2 F2 U' L' F' L B2 F' U L2
78;13.79;;R' U2 D' R U F U2 B R' L D' R2 U L2 D2 L2 U' F2 U' R2 L2
79;16.11;;R F2 R2 F D2 B D2 L2 R2 B U2 L' U' F' R' U B F D'
80;14.30;;R2 D B2 U2 R2 B2 L2 U2 R2 D2 F2 R' U' L' F L' D F' D' R2 F
81;13.69;;U F2 U' L2 U F2 L2 D' F2 L2 D' B' R' B' F' L' B' R2 B' R'
82;13.89;;D F2 D' L2 D' R2 D R2 F2 R2 U2 F L D L2 B U2 F2 R U2 R2
83;15.36;;F U F D' F' B2 L' B2 D R B2 R2 U2 F2 R2 U2 B U2 R2 F'
84;16.94;;B2 D' R2 F2 U2 F2 D' F2 U' R2 B F U F L U L' D R' B2 U'
85;13.78;;U' R2 D' L2 F2 D2 R2 U R2 D' B2 R F U2 F' D' R B2 L' F'
86;16.68;;R B2 R F2 U2 L D2 B2 L' R2 D2 B D' F U L R2 F' R B L2
87;16.88;;L U F2 D' F U R U' L2 B' R2 D' R2 D' R2 F2 R2 U2 F2 D B2
88;13.54;;B' U' L2 F2 D' B2 L2 U' B2 D2 L2 B U2 B' L' U2 F2 R D R2
89;17.27;;L2 D F2 L2 U2 B2 U' L2 U2 F2 R D2 U' L' D2 B' F D U F2
90;18.38;;U R2 D2 R2 D2 F2 U' B2 U' F2 R2 F D U R' D2 R F' L B F2
91;16.96;;F B2 U2 L D2 U2 R U2 L' U2 R' U2 D F' L R2 F U B' D'
92;16.86;;L' F2 R U2 R D2 R' D2 F2 L D U' F U B D' F' L F2 R2
93;17.27;;R2 U2 F' D2 F2 R2 F' U2 L2 U2 F D' L' D F' D2 F' D' B2 D
94;15.78;;R F2 U L2 D R2 F2 L2 D R2 B2 R2 B' L R F' L2 B2 R' U2 F'
95;12.70;;L F' B' L' F' R F U' F' B' L2 U2 B2 U R2 U D R2 U F2 L2
96;15.91;;D L2 R D2 U2 F2 L' D2 U2 B2 F2 L2 B U' R B' U' R B U2
97;12.42;;B R2 U R2 D F2 R2 U L2 D' L2 D' F' R U2 F U F' D R' F'
98;15.02;;B2 D' R2 B2 D' U F2 L2 D L2 R D L' F L2 U L B2 D2 F2
99;16.53;;B' D B2 U L2 D2 B2 F2 U' R2 B2 U F' U' L D2 F R F2 D2
100;15.14;;B F L2 F' L2 D2 R2 D2 U2 F2 R' B2 D L' U' B' R' B2 U2 L2
101;15.67;;D U2 L2 F2 D' L2 U' F2 U R D' U' F' D' R2 D2 B' R' F2
102;17.08;;F2 U2 R2 U B2 F2 U F2 L2 D' L2 F' D2 B2 R B2 L D B' U R'
103;14.80;;L2 F2 L2 D2 L2 U F2 L2 U' B2 U' B F' U B' R' D' F' L2 B2
104;13.27;;F D2 F2 D2 R2 F2 R2 B' R2 B U L2 F' L2 R' U F2 U' L2 U'
105;14.42;;L2 D F2 U' B2 L2 D U' L2 F' L2 R' D B2 R2 D2 B' F D
106;17.77;;L2 U B L F2 L2 D' F2 L F2 R2 B U2 B' U2 L2 F2 L2 D2
107;16.11;;R' F2 D' B L B' R2 F2 R' B L2 D2 F' L2 F2 R2 U2 F U2 R2
108;14.13;;L2 B2 D2 F R2 B R2 D2 R2 B' F' L' D R' D' F2 L' F' R D'
109;13.03;;B2 U2 F' U2 F' R2 F2 D2 U2 R2 F' R' U' L2 R2 U L U2 B2 R' F
110;15.32;;U' D2 R2 L U D2 F B L' D' B D2 B D2 R2 B2 D2 F2 U2 L2 F2
111;18.43;;R2 D' L2 B2 D2 B2 U' L2 B2 D' L' B D L2 R' U' B2 L D2 R
112;14.23;;R L B' L U B' D2 F2 B L' B2 R U2 L' U2 R2 F2 R' U2 F2
113;14.60;;R' U2 R2 D B2 D U2 R2 U F2 U2 F2 L U B R2 D2 F' R' D'
114;15.51;;D2 U B2 U2 L2 U' B2 U' R2 B2 U' R' B' U F2 R D B' R2 U L'
115;15.41;;B2 D' R2 F2 U' F2 D B2 U' B2 D B' L' D2 B L' F2 L B2 F L
116;17.90;;D B2 L2 U F2 U' R2 D2 B2 R2 U F D' R' U' L2 D R2 B D' L
117;14.66;;D F2 D' L' F R U F2 L B2 R2 F L2 D2 B U2 B' D2 L2 D2
118;17.55;;U' L D B2 U B D2 R F' R2 F2 U2 B' R2 F2 U2 D2 L2 D2 L
119;15.02;;U R B U L2 F' U R' F U' L2 F2 R' U2 F2 R' D2 B2 L' U2 R
120;17.28;;B2 D R2 U' L2 U' R2 U' F2 L B' D R D2 F R' D' B2 F2
121;15.31;;F D2 F2 R2 L2 U' L F D' R U2 F' D2 B' R2 B' D2 F2 R2 F' U2
122;14.47;;B' R2 F2 L2 F D2 B D2 F U2 F' U' F U R2 B2 D R' B' L' R'
123;14.93;;D2 R D2 U2 F2 U2 R D2 F2 R2 U2 D' L U B' F' R2 D L U
124;14.08;;F' R2 B2 R' D R L B F2 L' B2 L F2 D2 L D2 R' U2 D2
125;20.12;;D2 B2 R2 D2 B D2 F' D2 F' R2 D2 R' F2 L F2 D2 B' D F R' U2
126;16.16;;B2 L2 U' L2 F2 U2 B2 D L2 D R2 B L B' R F R F2 L D' U2
127;25.03;;B2 R2 B2 R2 D' L2 U' B2 D' L2 D L' D' B' L D2 R' F' L' U2 F
128;33.63;;D B2 L2 F2 U' R2 D L2 D R2 F' U2 F' R F U' L' D' R' U'
129;1:14.45;;L' B U2 R2 F' U2 B' F' L2 F2 U R U2 B2 L B D R2 B'
130;17.80;;L2 F R2 F2 R2 D2 B U2 L2 U2 B' R U L2 U2 R U' L' R' U
131;18.19;;B R B2 U2 L' D2 L' R' U2 R' F2 R' U' B2 F L' B R U2 B2
132;15.66;;F' L2 F' R2 F D' B' R' L U' R2 F2 U2 R2 L' F2 R' U2 D2 L2 B2
133;20.32;;R D' F2 D F2 D' B2 D L2 R2 F2 U B' U B' L F2 U2 F' D R2
134;17.18;;R' F R U R' F B2 U L D2 F2 R2 B2 L' D2 R' F2 U2 R D
135;14.87;;R2 D R2 U L2 F2 U' F2 U L2 U B' L2 R B R U' L2 R' U2 F'
136;15.76;;F' L2 D2 L2 D2 R2 B2 L2 U R2 D U B R2 F R' U2 F' L' U2 B
137;15.24;;L D2 L' D R2 U' B2 D2 R L2 F2 D2 B U2 D2 L2 B'
138;16.17;;B' L2 F U2 F' D2 F R2 B2 D2 F D B R' U2 B' L2 U F' L F2
139;17.97;;R' L2 D2 R2 F L2 B R2 U2 B' D' F2 L U' R D U L D'
140;14.53;;B' L2 U2 F2 R2 U2 B2 R D2 R D2 L' U' L' F D L D' L R
141;15.18;;R2 F2 R L D2 B' D' R L2 F2 R2 D2 B' D2 F R2 B2 L2 D2 R
142;15.77;;B2 D R B2 D2 F' B D2 L' U' F2 U2 D2 R2 U2 F2 B R2 B' D2
143;18.94;;F2 L2 R' B2 U2 L U2 L' R2 D2 F2 B' R2 B' L2 U L2 D2 B2 R2
144;14.24;;B' D2 L2 F L2 F' U2 R2 U2 B D2 L D R2 D' B U R B' L U'
145;13.63;;B D2 B L2 D B2 R' L D' L' D2 L' B2 D2 F2 R U2 L B2 R
146;16.23;;U2 B' F' L2 F U2 F' U2 L2 U2 F U F' R' B F R F' L' U' R2
147;16.16;;R2 D2 U2 R U2 L' B2 R' F2 L2 D2 U' R' F' L2 R' D R2 F R2 U'
148;18.58;;L' B2 F2 L2 F2 U2 R D2 R U2 L B' L' D' B R' F' U' R2 B2
149;17.55;;L2 R2 B2 D R2 B2 R2 U2 L2 F2 D' B' L B' R U B' L2 D' U' F'
150;16.16;;U2 L2 D' R2 B2 D B2 U B2 R2 U L U L' F R' B2 U B2 D' U'
151;15.89;;L2 B2 D2 F' L2 R2 B' L2 F' R2 B2 L' B R' B' U' R' B2 F2 U2 F2
152;22.03;;F2 R2 B U2 R2 B R2 D2 B' U2 F2 L B D B2 D F U R' B2 L
153;21.22;;F U R2 D2 L2 D B2 R2 D F2 R' F R2 D2 U2 F' U2 L
154;19.72;;D' F2 U F2 R2 U2 B2 R2 D B2 U L' B U F' L' B2 U2 F' L2 F2
155;15.02;;B2 D2 F D2 L2 D2 F2 D2 F U2 L D B2 D' R D L' F' U2
156;28.73;;D F2 R2 F2 U' F2 D2 B2 D R2 D R' F L2 D2 L D' F R2 B U
157;18.30;;R2 F2 R2 F R2 U2 B' D2 F' U2 B2 R' U2 B' F U B' U' F2 R D
158;18.37+;;D' R2 U F2 L2 R2 U F2 U L2 D2 F L' R D L2 B D2 B2 R2
159;15.30;;D2 R2 B2 L2 R2 D2 U' R2 F2 D' F D2 L B' D U B D' R F
160;13.89;;B' U' L2 B2 L2 B2 D F2 D L2 U2 R B' U2 L' F L' B2 D' F'
161;16.45;;F2 U' L2 F2 D U B2 F2 L2 U' R D B' R D F' R' B' D' U
162;15.48;;B' R F' B2 U2 F2 R' U' F' U B2 L2 U' R2 B2 D' L2 B2 D F2
163;23.09;;R2 B F R2 U2 B D2 U2 F' D2 B L R' B U F' D F' R' D'
164;16.67;;B U B L2 B' R2 U R F2 B2 U2 B2 U2 R U2 B2 R L
165;15.41;;D' L2 R2 F2 D' L2 F2 U' F2 R2 F2 L U' R2 D2 F U' B' U B2 U
166;14.94;;F' B2 L2 R2 D F2 D B2 F2 D' R F' D B R' F' D L2 D'
167;12.25;;L2 D' B2 D F2 R2 B2 D2 L2 D' R2 L F' L2 R B2 R D' F' L'
168;17.42;;D F U F' D R' D F' L' U2 R F2 L' U2 R F2 R2 U2 D
169;14.02;;R' U2 R' U2 F2 R F2 L2 F2 R2 B' U' L2 B L2 R' D B D' L'
170;16.11;;U2 F' U2 D F2 R U' B' R U2 L U2 R' U2 B2 R B2 D2 L D'
171;17.57;;U F2 D L D' R2 L2 D' B D2 B' D2 R2 F2 B2 R2 B L'
172;15.33;;D2 L D2 L' B2 R F2 U2 R2 D2 B L' F' L B' F D B' R
173;16.63;;F2 D' R F B2 R' B2 D2 B R2 F' U2 B R2 B' L2 F'
174;16.42;;R U2 F' U2 R2 D2 F D2 U2 L2 B2 F L' R2 D F2 U' R' U2 F D
175;14.86;;R2 F2 U2 F2 R' F2 D2 L' D2 R2 U2 B' R D2 F2 U2 B2 U' L R'
176;17.68;;F' L2 F2 L2 D B2 D2 L2 U' F2 R2 U2 F R U L2 R2 F' L
177;17.91;;D2 R F2 L' B2 U2 R B2 D2 R F2 B L2 B2 F U L D' R' D2 B'
178;12.83;;R2 U' L2 B2 U' B2 D2 B2 U' B2 U' F' R B2 F L2 U2 F D' B' D
179;14.93;;L2 F R2 B' D2 R2 D2 F2 L2 B F2 R' D2 R F U R B' L B'
180;14.32;;L B2 L' D2 L' R2 U2 F2 L2 D2 B L F D2 U R2 F2 R' B U
181;15.65;;R F2 L2 D U F2 L2 D' R2 U' F2 R' U2 B' D' B2 L2 D L R'
182;16.54;;U' D' B U D F D L' D2 L2 D' L2 U' F2 D' F2 B2 D' R2
