No.;Time;Comment;Scramble
71;12.72;;F' R2 U' F2 D' B2 D' B2 U2 R2 F2 L2 R B' L' U' L2 B F' U2 L2
72;13.64;;R2 B R2 D2 U2 B' D2 F' L2 F' R2 U' R' D' F' U' L F2 R' F2
73;14.09;;L2 D2 F R2 F2 L' F' D2 L D' L2 U R2 U L2 U F2 L2 B2 R'
74;15.67;;F2 U2 B R B D F L' B U2 R2 F2 B2 U2 D' B2 L2 U L2 D B'
75;13.21;;R D' U2 B2 U' F2 R2 U' R2 F2 L2 D2 R B R' F R' U2 B2 U F'
76;16.94;;F U2 F2 U F' L' F' R' D' B D2 L2 D2 F2 L2 B U2 D2 F' R2
77;15.80;;B' R' B2 L D2 B2 U2 F2 U2 F2 L D2 B D' U B' U2 R' U R2 D
78;14.57;;F R2 U2 F D2 B' F' D2 L2 D2 R2 L' F' D2 B R2 U' B' D2 R2
79;16.49;;F U B2 D' F U2 R D' R D R2 F2 D F2 U B2 L2 F2 U2
80;14.65;;L U2 R2 B2 D2 B2 D2 L' D2 R' B2 D B' F2 D' U' B L' R2 D
81;13.97;;L2 D2 B R2 F U2 B R2 U2 L2 R2 D B' L' B2 L' D F2 L'
82;19.07;;U L2 D2 R2 B2 U' R2 U F2 U B' D' R' D2 U' F L' U L F
83;13.64;;D U2 B2 L2 F2 U' L2 D' U' R' B' D2 L D B' L U2 R U
84;12.13;;L U2 B2 R' D2 U2 F2 U2 L2 U2 R2 F' L R2 D2 F2 D L' B D2
85;18.60;;B D2 F2 D2 L' U2 F2 R2 F2 U2 L2 B L2 R' U' F U' R2 B2 U
