No.;Time;Comment;Scramble
22;17.99;;L' D' R' U2 F R F D B R2 F' D2 L2 U2 F' L2 F' R2 U'
23;19.23;;L2 F2 D' R2 D2 F2 D B2 U F U B2 D' L' D' U' F D2 F
24;19.65;;F2 U2 L2 R2 F' D2 F2 L2 F U2 L U2 F' D2 F2 R' U' L2 F2 R'
25;24.14;;D' F2 R2 B2 U2 L2 D' B2 D2 B2 U' B' L R2 F' D B2 R2 F R F'
26;11.74;;F2 R' B2 R D2 B2 L' U2 L' F2 B R' U' B2 F2 L2 B' U' B'
27;21.28;;F2 U' F2 U' F2 U2 F2 U B2 U L' B' U' R D' B' D2 R2 F U
28;22.24;;R2 D2 R2 B2 R2 B U2 F R2 D2 F' D' R' B D2 F2 D2 L2 B' U'
29;19.53;;U2 B2 R2 D2 F R2 F' R2 D2 R2 F' L F2 D' R2 B R2 B2 D' L D
30;21.86;;F2 R2 U F2 D' B2 U2 L2 U' R2 U B R' U F' R2 B2 F' R' D2 F2
31;25.33;;F U2 B2 R2 U L2 F2 D' B2 D L2 F2 B R B2 R2 D B' F U' R2
32;23.48;;F B R U' F2 D L2 D2 L B R2 U2 L' U2 B2 R2 U2 F2 R B2
33;23.97;;U' L2 R2 D2 L2 D' B2 D' B2 U2 B2 L' D' L' B' L' D' U B2 L R'
34;20.18;;L2 B2 R2 B2 U' F2 D2 B2 L' U R2 B D2 R U F' L B' R2
35;26.63;;D' B' D' F2 B' R D' B' U R' B2 R2 B2 U2 R2 L2 D L2 D' B2 L2
36;19.32;;R2 B2 D' R' F' D L2 B L U2 R2 U F2 U2 D B2 D2 L2 B2 D' F'
37;19.65;;L2 D L' F' B2 U' D2 R' B' U2 L' F2 L2 U2 R' F2 U2 L B2 R'
38;20.39;;L2 F2 U' B2 R2 D' F2 R2 D B2 U' L' U' F' R' U' L2 D' L' R2
39;18.06;;R L2 D2 F2 R2 U F2 D' L2 R2 F2 R' U R2 F' L U L R' B
40;15.65;;U F2 L2 D2 F2 D F2 L2 U2 R2 U R' D L U B2 L F D2 L' R2
41;16.35;;L2 F' L2 U2 L2 F2 U2 F R2 B' D2 U' L R2 U' R' B' D' L' R2 B2
42;22.88;;F2 U' L2 R2 F2 L2 R2 D2 U F2 U2 L U' B L' R' D2 U F2 D' F2
43;17.20;;B' U' D' R F' D L' D2 B' D2 R L B2 D2 R' D2 L' B2 D2 U
44;13.24;;R L F2 R D B' D2 F U F2 R2 U2 F2 D2 F R2 B L2 B' D2
45;16.54;;L2 U2 F2 U2 B2 U' R2 U2 L2 B2 R' B' L B' L2 U' B D' U' R'
46;22.03;;U' B2 F2 D B2 F2 R2 F2 U R2 U' R' D2 L F2 L2 D U F' U2 L2
47;18.81;;B2 D2 R2 U' R2 F2 D' R2 F2 R2 U' R' D2 F' D R2 B U B2 F L'
48;19.17;;F2 D2 F' L2 U L B' R F U L2 D2 R2 D B2 D' L2 U' B2 U
49;20.73;;D2 L2 D2 L2 U' F2 D2 U' F2 R' D' B L' F' D' F' L' R B2
50;13.69;;R' D B2 D2 F2 R2 F2 U' F2 U' B2 R2 F L' B F' L' D2 U L D
51;17.08;;L F D2 L2 F' R2 F2 R2 B R2 L U B F2 D' L2 B U' L'
52;22.01;;L2 F2 D2 F2 R D2 R U2 B2 L2 F' D' F2 L2 B R D' L' U2
53;19.03;;D2 R2 B D2 F L2 D2 L2 R2 B U2 L' U R F R' D F2 L2 B D2
54;17.12;;U D' L2 U R' B' R L B' F2 R2 F2 D' R2 U F2 D' F2 U B
55;18.86;;U2 L' B2 U2 B2 L R' F2 L U' B R2 D' R' F U2 F2 L B
56;19.93;;B' U2 B2 L2 D F L' U D2 F2 L' B2 U2 R' U2 F2 L' U2 L2
57;21.10;;L' U' R2 L U' R U2 F L2 U2 B2 L2 D B2 D' F2 D2 R2 U R
58;16.28;;R D2 F2 L2 D' F2 D L2 B2 D' R D2 U' B' D' U2 B F D L
59;18.79;;F2 R B2 U2 R' U2 R' D2 L' F D' L D B F2 L D R2
60;13.14;;U F2 L2 U2 L2 U' L2 D L2 D2 L2 B L D B F' D R F2 D' L
61;13.90;;U2 R2 U2 L U2 B2 L' B2 L F2 D2 F' L D2 U' B2 U' L F2 D2
62;19.13;;U B2 R2 U2 B2 U' B2 U' R2 D2 B R U' L R U B2 U R
63;12.82;;B' D' F R L2 F2 U2 L B L B2 R L U2 F2 D2 B2 R'
64;15.93;;L D' F2 R2 D F2 D2 L2 D2 L2 U2 B' U L' U2 B' F' L' D' U2
65;19.08;;L U2 R2 F2 L2 U B2 L2 U' B2 R2 D2 L' F2 R' D F D' R' B
66;15.13;;L' F U2 F2 B R F D L B2 U' L2 F2 B2 U R2 U B2 U2 L2
67;16.54;;B2 U' R U' L' B' U L2 D' F2 R2 L F2 U2 L' B2 U2 R B2 L2 B
68;18.33;;L' U B R' L2 U F2 L U' B2 R L2 B2 D2 R L U2 F2 D2 F
69;14.71;;F2 R2 B' U2 R2 D2 U2 F R2 F2 L2 R U R B2 R' B' D2 B2 R2
70;16.85;;B' F2 U F2 L2 U F2 R2 D2 R2 U' B2 R D2 R D' L2 B' L D F
71;16.52;;R2 B U2 R2 U2 L2 F D2 B F2 U2 R U B L' B D F D' U L'
72;16.08;;D' B2 R2 B2 U' R2 B2 U' L2 U F2 B' R' F2 L' R' F' D L2 F2 L
73;17.66;;R F' L2 F L2 F2 R2 U2 F U2 B' U B R' D U L' D2 U2 B'
74;26.73;;B L2 D2 U' L2 R2 U' R2 D F2 U2 F' R' D R' D L2 F' D R
75;15.36;;L2 F2 D L2 D' R2 B2 D2 F2 D2 R D F' D U R' U' L' B R2
76;17.39;;R2 B2 R D2 R2 U2 F2 L B2 D2 L F L D F2 L U L F' U
77;14.07;;B R2 D2 R2 B2 D' R2 U' B2 R2 L D2 F' U' B2 D B' D R
78;18.58;;D' R2 D L2 B2 F2 U' B2 D2 B2 U' R U L' R' U' B' U2 F2 R B
79;15.66;;F2 L2 B' R2 B D2 B' F' L' D B2 D2 F L F2 D2 F2 R2
80;17.51;;B2 U2 F2 L' D2 R U2 L' U2 B2 F2 D' R' B2 L' B U' L D2 R B
81;16.26;;B2 D2 L' D2 F2 D2 R U2 L2 R D' B R' F R2 F' L B' R2
82;14.90;;F U2 F2 R2 U2 L2 F2 L2 U2 B2 U2 D' B L2 D R' D R U F R2
83;15.42;;U' B2 U2 F2 R2 D' B2 D B2 D' B2 F' R' D' L' D' L2 R F' R
84;16.49;;B L2 D2 B2 U2 B L2 F' R2 U' B' D2 L' D' L2 R' D2 B'
85;18.96;;F2 R2 U2 B U2 B L2 D2 L2 R2 B' D' B' F' L D R' D2 F' U
86;17.23;;R2 F2 R2 U R2 D2 R2 F2 U R2 F2 R F R2 U2 R2 D F U' L' R2
87;16.06;;B F2 R2 F2 D2 L2 R' B2 U2 L B2 R' F R' D2 B' L U B' D' F
88;18.17;;F' D' R2 D R2 D' L2 U' L2 B2 F2 D B' D L2 F' R2 D' L' D U2
89;18.50;;D L' F' U' F D' F R B F2 D R2 D' R2 U2 F2 U B2 D2 L2 F'
90;15.52;;U R' B2 D2 L2 U2 L' D2 R F2 L D2 F L U' L R B' R' B D'
91;16.30;;R' D2 R U2 L B2 L D2 U B L2 U' B' L2 F2 R' U' F2
92;19.36;;F' U F U2 F R D' B R2 U2 B2 R U2 L B2 L U2 B2 R' D
93;18.85;;R' B' U L' U' D2 B R U2 D F2 R2 D' B2 L2 U' D2 L2 B2 L'
94;16.44;;F2 R2 U2 F2 L2 D U2 F2 R2 D R' U2 F2 R2 F' L2 B R U2 F U
95;23.92;;U' L2 B2 U F U' F D R' D2 L2 U' R2 U F2 U' F2 R2
96;16.45;;B2 R2 F2 U' B2 D2 F2 L2 R2 D F2 R' D' B L' R' D2 F' U
97;19.23;;U L2 D2 R2 U' R2 D' B2 R2 F2 U' F' U' R' D2 B L' B U' R U
98;16.73;;B2 D' L2 D2 B2 D' L2 U' F2 R2 L D' L' R' B2 U B' L' U2 F
99;18.39;;F2 L F2 L F2 D2 B2 D2 R D2 F2 U' B R' D' L2 F' R U R'
100;20.63;;F D' L2 B' R D2 L2 D' F2 D2 L2 B2 R2 F' L2 B L2 B2 U2 L'
101;14.33;;L2 F R2 B' R2 D2 L2 B' L2 U2 D' R' F L' D' F R' B2 D' R
102;16.46;;U2 B2 R2 U L2 R2 U2 L2 D B2 U F' L B U2 L F2 D2 L' F' D
103;16.28;;R2 U B' L' D' F' D R B2 L U F2 U F2 B2 U' D2 F2
104;16.74;;D2 L' D2 B2 L' B2 L2 R D2 L2 U2 F' L' B' R' D2 F2 U' F2 R
105;17.70;;D B' D2 L U' R' F' D L' B2 L2 B2 U D F2 U L2 U2 R2 L2
106;18.89;;F L B2 L' B2 R' B2 R' B2 D2 B2 L B' D' B2 R F2 U' B D2
107;14.18;;R F2 L' F2 D2 L' D2 F2 L2 B2 L' B D2 L2 F R' F D' R2
108;15.37;;U R' F L D B' L' F D F2 B' R2 D2 F' U2 B' L2 D2 F'
109;15.35;;F2 L2 U2 F2 D R2 D2 L2 D L2 B2 R' B' R2 D2 L R2 B2 D' F2 R
110;16.32;;D2 F2 D2 B2 R2 U' R2 U' R2 B2 R2 B R' F' U2 R D U2 F2 U' B
111;17.64;;D L' U2 R D2 U2 R F2 R' F2 D2 L2 B' R F' D' B' U R B L'
112;17.06;;D2 F B L2 D' L D2 B' U' R' D2 L' B2 L' F2 R2 F2 U2 L2 U2 F'
113;DNF(1.20);;F2 U' R B' U F2 R B2 U' F2 R2 F' R2 F' U2 F' R2 L2 B2 L2 U'
114;13.15;;R' F2 D2 R' F2 U2 R2 B2 F2 R' D2 U' F2 D2 U B L D' R' U L2
115;17.64;;B2 D2 U2 L2 F2 D2 F' R2 F L2 F D L D' F L D R B2 U B'
116;25.60;;F' L2 U2 L2 B U2 L2 F2 U2 F' L' B' D2 U L2 D L' F' D2 B2
117;15.63;;L F' D F2 R' B2 U L2 D' B' D2 F2 U' L2 B2 L2 U2 L2 U' R2
118;18.14;;F D' F' R2 B' R U F L B L2 F2 D2 B' D2 F2 D2 R2 B D2
119;15.07;;F' L2 F D' B U2 R' L B R' F2 R2 F2 B2 D2 B2 D F2 D L2 F2
120;17.90;;U F2 U2 R2 B2 R2 F2 R2 D' F2 U' L' B' D' R' F L D F' U R'
121;14.52;;D' F2 R2 U B2 U' R2 F2 U R2 D F D' B2 L U R2 U2 L2 D2 F'
122;15.82;;F U2 B2 L2 R2 F' L2 U2 B' D2 B U' R2 F R' B U' B' D2 F R
123;15.30;;F' R2 D2 F' R2 B2 L2 B U2 R2 F2 L' D2 B L' D' B L B' L2
124;18.55;;L2 U R2 B2 D B2 D2 F2 B' L' F L2 U2 B' U2 R2 F D
125;20.98;;D F D2 R2 B2 F R2 F L2 U2 F' D2 U F L B2 F L' F2 D
126;14.16;;F2 R B2 D2 F2 R' B2 D2 R D2 B2 U' B2 F L' R F2 R' F' R U'
127;15.40;;U2 F L2 D2 B2 L2 B R2 F U2 F' U' B D R F' L' U' L' D
128;21.73;;B2 U B2 D' L2 B2 F2 D' R2 D F L B' L2 D' B U B L' U
