No.;Time;Comment;Scramble
26;16.63;;L2 F2 R2 D2 B2 U L2 D' L2 R2 D L F R D' B L' R2 F2 D' U2
27;15.58;;U D2 B U L' U B' L' U' B2 D2 L2 B2 D2 B' L2 B2 L2
28;18.73;;F U R2 L' D2 B L' D R2 F2 B2 L' U2 B2 D2 L2 F2 D2 L2 U'
29;18.22;;F2 U2 L2 F' L2 B R2 F' U2 B' R2 D F2 U' L R2 D2 F' R' B2
30;26.65;;D' R2 B' D2 B2 L2 U2 R2 F' R2 B2 U2 L' D B2 R B' L2 B' R F'
31;13.63;;L2 F D2 R2 B L2 D2 F D' U R F' R D R2 F R
32;17.83;;B2 D' L D B R2 L' F' R' F2 R B2 L' D2 F2 L U2 D2 R B
33;16.14;;U F2 L2 B2 D2 B2 L' D2 R B2 L' U2 D' B U B2 F U' F' D2 F2
34;12.58;;L2 R2 U' B2 F2 D F2 L2 D' F2 U2 L R' B R' U2 F' U' F2 L2 B
35;12.62;;R' D B2 D' B2 R2 B2 D' F2 U2 B L2 F L2 B2 U R U' B'
36;13.92;;D R U2 F2 D2 L' F2 R2 U2 L F2 D2 U' R B' F2 R' U2 L2 D2
37;17.44;;R U B2 U2 L2 D' L2 D F2 D2 B2 U2 B' L B R2 F' R' U R2 F
38;15.35;;D2 B2 R2 F2 R2 B' U2 F U2 F' R2 U' F D L' F' U L2 D L' R'
39;15.36;;B2 D2 B2 R B2 F2 D2 L D2 R2 B' R U B' L2 F2 R2 B' D2
40;16.24;;U' F R2 D' B' D' R' F' L2 B U F2 L2 U' D R2 L2 D'
41;16.47;;B' D2 U B2 L2 D' L2 R2 B2 L' B2 L B D' U2 B U' L'
42;22.13;;U2 B D2 B2 R2 F L2 D2 B D2 L' D2 R' B2 F U2 F D L' B
43;14.86;;D' L U' R2 U2 L F B' D R D2 F2 R' D2 L F2 D2 L2 F2 R'
44;17.40;;R2 F2 R2 D' B2 L2 D' R2 U' L U R F' R2 D U' B2 L B' U
45;15.00;;B2 D2 F2 R2 D L2 D' U2 R2 D2 L' U2 R B R' U' F' L B'
46;13.80;;F D2 B' R2 B R2 D2 B2 U2 F U2 R' U B2 F' R2 D R2 B' F' L'
47;14.59;;B' U2 B' L2 B2 L2 U2 B' D2 R2 B D B' R B2 L' B2 U R F2
48;15.91;;D F' L2 B D2 R D2 F R2 U' L2 B L2 U2 L2 F2 R2 B' R2 B L2
49;19.63;;D' R2 D' L2 F2 U' F2 D R2 D' B2 R B2 L2 B F' L' R' U R B'
50;19.43;;D2 R2 F2 R2 U' L2 D U2 F2 U R D F D R2 D' F L F
51;18.06;;U' L2 U2 L U2 B2 U2 R F2 R B2 L D' L B' L U L F R2 U
52;1:07.41;;U2 F2 R2 D R2 U2 F2 U' F2 D F2 L U2 B' U' L' R B D2 L
53;16.79;;L2 U2 B F U2 B' L2 D2 U2 L D' F' R B' D B' R' B2
54;16.74;;L' U' R2 B2 D2 F D R' F U L2 U2 D B2 D' R2 D' R2 D2 R2
55;20.57;;B2 F2 L D2 L' F2 U2 R' D2 B2 U B R2 B' L D2 R' B U' F
56;18.59;;R L2 B2 D2 F2 D B2 R2 U' R2 U' L2 R' D' U' L' F' D L2 U' L2
57;12.95;;U2 R' D2 F2 L B2 U2 L' U2 F2 D F' U2 B2 D' U2 B U B2
58;14.75;;L F2 D2 F2 U2 L' U2 F2 R2 U2 R2 D' B2 F' R D' B2 L U2 R' F'
59;18.39;;D B' R B U' B2 U2 F' R U2 D2 F B2 U2 F' R2 U2 D2
60;15.39;;L2 U' L B U' L F R2 U2 F2 R U2 R D2 R U2 B
61;18.74;;R2 U F2 D2 R2 D R2 U B2 D B2 F' L D' U' R' U F2 R2 U' B
62;13.29;;L2 U2 R D2 U2 R D2 R B2 D' U B L R' U' L B F L
63;14.96;;R2 D' B R' D F2 U' F' R2 B U2 B2 R2 U2 R' B2 L U2 F2 R2 F2
64;21.22;;L' F' U2 R2 U2 B' U2 F' L2 B2 F' R2 U' F U2 F2 L' D F U' B2
65;17.67;;L2 D' L2 F2 D' L2 B2 D' U2 L2 F U2 L U' B2 L2 R F2 U L2
66;16.38;;R2 B2 D2 F2 D' B2 L2 F2 D' F2 R2 B' L F2 U2 B2 D2 U' B' L F'
67;17.19;;U2 F2 D2 L' D2 U2 R' D2 L' D2 R' D' F D L2 U' B2 U B2 R D
68;13.34;;U B2 D' L2 R2 U L2 U L' D2 F2 R F2 D' U2 B F' U2
69;12.91;;R' U2 F R2 U B' R' B R2 L2 U D' L2 U B2 U R2 F
70;15.26;;D U' F2 L2 D' R2 D' B2 R2 F2 L2 B' R' F' D F L' U2 F' D2 F2
71;13.65;;R2 U2 B2 R' U2 B2 R' U2 B' D' B D B' F' R2 U' B U2
72;16.52;;F U2 R2 U' B2 D' B2 U' F2 D' U F2 R F U B' U2 L' U L F
73;18.00;;L' U2 F2 D2 L2 B2 R B2 F2 U2 L' D' L' B L2 D' F' L R' F2
74;15.75;;L' R' U2 L' B2 F2 L F2 L D2 U F2 L' R2 D2 R2 B D' L2
75;15.46;;F L2 D2 U2 F D2 R2 F U2 F2 L U B' U' L2 R B L D2 L'
76;19.05;;U L2 F2 U2 B2 R2 D2 F2 U' R2 U R' B' U2 R' D U' R2 B' F R
77;14.83;;R2 D2 F' U2 B R2 B2 R2 D2 B L2 R' U B' F' U L U' F
78;17.12;;L R2 D F2 U R2 U' L2 R2 D L2 D' R D R2 D2 F' R' D' L'
79;17.14;;B' R2 U L' U F2 R D F2 L' U2 B2 L2 U2 R' U2 L' B2 R F'
80;32.19;;F2 L2 F2 R2 U R2 D2 U' F2 R2 D R D' R2 B' L' B2 U' B' R' B'
81;15.91;;D B2 D2 F2 D L2 U' B2 L2 B2 U2 R B' R' F' D2 B' L B' D
82;16.52;;F2 U' R' L2 U' D R B L' B2 U F2 B2 L2 D' L2 F2 B2 U F2
83;15.28;;R' B U2 D' F' L' D B L D F2 D B2 R2 D L2 U2 F2 R2 F
84;15.55;;B2 U2 F2 R2 B2 L2 D U2 R2 U' R2 L' B D2 U2 B2 U' B' L2 D B2
85;12.92;;R2 D2 L2 D R2 B2 U L2 U2 L2 F2 R F U B2 D' R2 B' F L F
86;15.45;;R F' L2 R2 F R2 F L2 U2 R2 F2 U' F' U F2 R' B' D U' F'
87;13.08;;B' L D2 F L U' B U' F' L2 B2 L2 B2 U2 R2 U B2 D' B'
88;17.63;;L2 U2 B2 U2 L D2 L' D2 U' F' U B' D B R' F2 D2 F
89;15.75;;B2 U2 F R' D R2 B' L D R2 D2 F2 R' L' F2 B2 L' F2 D2 L F
90;14.20;;L F' R2 U' D L' F' U2 F L2 U2 F2 D2 L B2 R U2 L' B2 L
91;13.96;;B U2 B2 L2 B' D2 F R2 F' L2 F U F' U B' L' R2 D' R' F U2
92;17.59;;L2 B L2 U' L' D' R2 F' U B' R2 B2 D2 R D2 R U2 L2 U2
93;23.35;;U2 R2 B2 U' F2 L2 F2 R2 D U2 F2 R' B2 L D L D' B F' L2 R'
94;15.79;;F' R2 B D2 F' U2 B2 D2 L2 F R' D F R F2 R2 B2 U' R' B
95;13.04;;L2 U R B U' D L2 B' U2 R2 B2 L U2 R' F2 D2 R2 B2 U2
96;14.32;;F2 R2 U F2 U L2 D2 R2 F2 D2 R' D' B' F' U' L2 D' L R' D2
97;13.66;;R U' R' U' R2 U2 B' L2 F' R' D2 R F2 B2 R2 U2 R F2 B2 L
98;17.99;;F L D' B D2 L F2 B R' U2 F2 R2 D2 L2 U B2 R2 U' L'
99;15.97;;B2 L' D R D2 F2 D2 R D' R2 F' D2 F R2 F L2 B L2 B
100;14.50;;F L2 B F' U2 R2 F R2 D2 U2 R B R' B D' L' F R' B' D'
101;14.09;;R F2 B' L D' L2 F B L U R2 F D2 B2 R2 F B' L2
102;15.97;;R U' L D2 R D F2 U B' R2 F2 R D2 L' B2 R D2 R' D2 R
103;16.63;;U R2 D2 L2 U' B2 U2 L2 R2 U B F D' R2 U' L D2 R2 U B R
104;14.53;;R2 D L B R2 U2 F D L' U2 F R2 L2 F D2 F R2 B' U2 L
105;19.71;;R D' F B2 L B U F L F R2 U2 F2 U2 R U2 R D2 L' U2 B2
106;16.15;;U B2 U2 B2 U' B2 R2 U F2 U B2 R' F L' B F R B' R2 U
107;15.98;;D2 F2 U' B2 R2 D R2 B2 U2 L2 R2 F U B' L2 R F2 U L U' L
108;19.15;;F' L2 U2 R' D2 B' L F R' L2 U' B2 D' R2 D2 L2 D2 F2 U R
109;19.23;;U2 B U2 R2 D2 F2 L2 B2 F D R U' B2 R B2 U2 F L' R'
110;14.11;;F R2 B L2 B2 L2 D2 B L2 U2 R U2 F2 D U' L B2 D' B' R'
111;17.15;;U2 B' L2 D2 F2 R2 F2 R2 U2 F' L' F' R2 F2 D F L' D2 L U'
112;15.39;;L' U B2 L2 U' F2 U R2 B2 D R2 F U' R F2 U' R U2 L
113;13.27;;U2 R' D B L B L2 F2 R F U D L2 B2 U' L2 F2 D'
114;15.17;;R' B D2 L D2 B2 D' R2 F' L' D' B2 L2 D' L2 D' R2 B2 U R2 D2
115;16.47;;U R B2 D2 U2 R' D2 L' B2 U2 B2 D' U' R' B F2 D' B' R2 F
116;19.50;;L2 D2 B R2 D2 B' F' D2 B' R2 F' L B D2 F2 D2 B U' L' B' D
117;12.43;;L2 D' U' F2 R2 D' R2 D R2 B L D2 B D U' B' F' D U2 R'
118;14.61;;F U2 F' D2 R2 D2 L2 F D2 R' D2 U L F' L' U' L' B R'
119;19.28;;B2 D2 L2 U F2 D F2 U2 R2 B2 R F U L U L' U' R B' U
120;15.90;;F D' F' D2 B' D2 B' R' D F' L2 U2 B2 L2 F U2 F L2 B'
121;14.22;;U L2 D2 R2 B2 L2 D' R2 D2 F2 L2 R B D' B L' B2 L' F' L2 F2
122;14.55;;U R2 D2 U2 B D2 B' L2 B L2 R2 F U' F U' R' D' B' U2
123;13.98;;R F2 D2 R2 B2 D B2 L2 D B2 L2 D R' U2 B' L2 F2 R2 B R' F'
124;11.18;;F L' B2 D' F' D R L B2 L2 D F2 U2 L2 U F2 U B2 U2 F
125;16.36;;D' F R2 B' U' L' D2 F' D2 R' D2 B2 D B2 D' F2 R2 D' B2 R2 U2
126;15.43;;R' F2 R2 F2 U' R2 D2 F2 D2 B2 U L' D L2 U B F2 R U
127;14.95;;L F2 U L2 R2 U2 L2 D F2 R2 D' L' U F' U B U B' D F2
128;14.93;;R' L D' R F' L F2 B' L' F U L2 U' F2 R2 B2 R2 U2 D' B2
129;14.15;;R' B L' U F' R' D B L' D L2 F2 D B2 U' R2 D' F2 B2
130;14.36;;B2 L2 U L2 U2 R2 D R2 D L2 B' R F R D' F2 R' D' U' F L
131;17.35;;D R' U' L F' U' B2 D' R F2 U' R2 D R2 U B2 U' D2 B2 D2
132;19.13;;U' F2 U L2 F2 L2 B2 U' B2 F L B R U' F2 L F2 L2
133;18.06;;R D2 R2 F' R2 F2 L2 D2 B D2 B F L D' U B L' F' D2 R' F2
134;16.10;;B D2 U L2 D F2 D U2 L2 F2 U2 B2 L U B2 L' F' U2 R' B2 L'
135;20.87;;B D B2 U' L2 F2 L2 U L2 D2 B2 F' L R2 U2 R' B F2 U2 F2
136;19.25;;R' F2 R2 F2 U2 B2 R' D2 U2 R' U2 D' L2 B D2 R' B L' B2 D
137;19.78;;F2 D2 R2 U' F2 L2 F2 L2 U B2 L2 B U F U L' F D' B' D'
138;16.66;;L F' D2 F2 R2 D2 L2 U2 F L2 B2 R' F' D F L F2 L2 F L
139;17.48;;F' R2 F L2 B' D2 F D2 U2 F2 R' U F D' U2 B L' F2 U
140;17.97;;U B2 U2 B2 L2 R D2 L' F2 R F2 D2 B D' U2 F L B' L F'
141;17.11;;L' U L2 R2 D2 R2 D' B2 R2 B2 R2 L' B2 U F L2 D2 L' B' R2
142;18.94;;B2 U2 L' B2 L F2 U2 L2 B2 F2 U2 B' L D' F R2 B' D U B'
143;13.07;;D2 R2 D U F2 U' R2 U' L2 F2 B U' F2 L F' U F' L2 F L'
144;16.92;;U2 B' D F' D2 F R' F2 R2 D2 B' L2 F' L2 F R2 U2 F L
145;17.00;;U' B R2 F' L2 D2 F' L2 D2 F2 U' R' U' F L R' U R U'
146;12.61;;L' U2 L' B2 D2 F2 R2 D2 F2 R' D' B' R F D' L F2 U' F
147;15.12;;R D' L B2 U R L' D F U' F2 L2 D2 F2 R2 U R2 D' R2 F
148;14.66;;L2 F U2 B D2 R2 B' R2 F2 U2 R' B2 U B2 L' U F2 L2 D2 F
149;16.23;;F2 R' F L2 F D B D L2 F D2 F' L2 F U2 B2 D2 L2 B2 L
150;16.78;;B' L2 B U2 L2 R2 B' D2 F D2 F' L' U' L' D L' B L F' L U
151;16.06;;F D' U2 L2 U L2 B2 D2 B2 R2 B2 L' D2 B R D2 U' L' D2 B2
152;18.14;;B' D2 F2 L2 U2 L2 U' R2 D F2 D' L' R' D L2 F2 D' L' F'
153;18.99;;F2 L2 D2 B' R2 D2 F' D2 B' D2 F' R U L2 D2 F' U2 R' U
154;13.62;;B D' B' U2 D' F' D' F' R D' F2 L2 F2 D L2 U R2 D' L2 U'
155;14.38;;D L2 D' B2 D L2 R2 B2 D2 L2 D2 R' D F' L2 D' U2 R U' L' R'
156;16.36;;R B' D' F L D2 F' R U L2 B' D2 L2 B' R2 F2 L2 F U2 R
157;18.38;;B2 D F2 U' R2 D2 B2 R2 B2 F2 R F R2 D F R2 D2 U' R' F' L2
158;16.29;;R' D' R2 B2 U' L2 B2 U B2 D2 B D B' L' U2 B L D2 B'
159;17.92;;D2 L2 D2 B2 L2 D L2 U' F2 U2 F' R' B L' B' U2 F2 L2 U R'
160;18.71;;U B2 L2 F' U2 R2 D2 F' R2 B U2 F R' D F R2 B2 L2 F' L R'
161;15.44;;B L2 D2 F U2 B U2 R2 B U2 B2 L' B R F D L' R B' U2 L
162;14.11;;B2 D B2 F2 D L2 D L2 U R' B L F2 D' B F U B' D2
163;15.29;;L2 F2 D' B2 D R2 U B2 R2 U B2 R' F2 L' B' L' R' F' L2 B2 F'
164;16.57;;R B' U' D2 F R2 B2 R' B U D2 L2 U R2 F2 L2 D B2 D'
165;9.24;;F2 R U2 F2 L2 B2 R B2 D2 F2 L' D B2 U B' R2 D R2 F U R
166;13.85;;U2 R2 U' R2 B2 D B2 D F2 D' L F U2 R B R' F2 U L F2
167;13.24;;L2 R2 B F D2 B R2 F D2 R2 F' U' R2 U B2 R U' B' F' L B
168;15.86;;R2 B2 U D' F2 R2 U2 L F L U2 L F2 U2 L' F2 R U2 L' F2
169;16.83;;F' B2 U B U' D' B' R B2 D U2 F' R2 B2 U2 F2 D2 R2 F L2
170;16.34;;F2 D R2 D B2 D U2 B2 D2 U' B2 F' L' U R B' F2 R U B L2
171;17.71;;D2 L D' F B2 D2 B U L B' U2 L2 U2 R2 D2 F B2 U2 F2 D2
172;16.59;;D2 R B2 D2 L' R' B2 R' D2 R' D2 F' D2 B U' L' U L2 B2 D' U'
173;17.06;;R2 U2 B U2 F2 L2 U2 R2 U2 F2 U' F D L' U2 R' B R2 D' R' B'
174;16.08;;R' F' L' F L2 F2 U R2 L U2 D' F2 U B2 U' B2 U R2 B2 R2 F'
175;14.07;;B2 D2 U' L2 B2 U2 L2 F2 D' R2 U2 B D L' R U' L' D2 U' F U2
176;DNF(2.01);;F2 U R2 F2 R2 U' R2 D F2 D2 U' F' R2 B' L' D2 L2 D R U' R2
177;14.32;;U' F2 U B2 D' R2 U2 R2 D2 B D U' B' R F2 D2 L2 R'
178;22.54;;U2 B2 R2 D' U' L2 F2 D B2 U' R2 B' D2 U B R' B2 L D' R2
179;13.13;;F2 D' L2 F2 U F2 U F2 R2 B2 U' F U' R' D' B' F R' U2 R U
180;13.04;;D2 F2 U L2 U B2 L2 U2 L2 U R2 L F R' U F U' F U2 F U
181;17.84;;L2 U2 R2 D B2 R2 D L2 U' B2 U2 F' L2 F2 D U' B' F2 R' D2 L
182;15.45;;B' F' U2 R2 D2 L2 B2 F U2 F L U' R' D' L B U R' B R F'
183;14.26;;F2 L2 D2 R F2 L' B2 R' F2 R U2 D F R2 U B2 U2 B2 D' B
184;18.27;;F2 U R2 D F2 D' L2 D' B2 U F2 L' B' L' D L R2 U F' L' U2
185;16.98;;D2 U2 R' B2 R' D2 L R F2 U2 B2 U L2 B D2 R D' U2 R2 B
186;14.92;;L2 U2 L2 B' D2 F2 R2 D2 L2 D2 B' D' B2 R' B2 D2 U2 R2 B' F
187;18.86;;L D2 L2 U' B2 U2 F2 D' B2 U L2 R2 F' U B F2 U' B L D2
